web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671145007-6872,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/lombardei-docg-franciacorta-61-rose-guido-berlucchi/p/7045157,Lombardei DOCG Franciacorta 61 Rosé Guido Berlucchi,2022-2028,Italien,Lombardei/Veltlin,null,"Chardonnay, 
                                Pinot Noir",null,12.50%,75cl,43.5
1671145010-6874,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/lombardei-docg-franciacorta-61-guido-berlucchi-brut/p/7044569,Lombardei DOCG Franciacorta 61 Guido Berlucchi Brut,2022-2028,Italien,Lombardei/Veltlin,null,"Chardonnay, 
                                Pinot Noir",null,12.50%,75cl,37.9
1671145012-6876,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/schweiz/klett-brut-aoc-schaffhausen/p/6399909,KLETT Brut AOC Schaffhausen,2022-2025,Schweiz,Ostschweiz,null,Expovina 2019: Silber,null,11.50%,75cl,9.95
1671145015-6879,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/frankreich/j-p-chenet-fizzy-chardonnay/p/6767491,J. P. Chenet Fizzy Chardonnay,2022-2023,Frankreich,Languedoc-Roussillon,null,Chardonnay,null,13.00%,20cl,1.95
1671145018-6881,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/il-spriz-mionetto/p/4150110,Il Spriz Mionetto,2022-2025,Italien,null,null,Assemblage de cépages,null,8.00%,75cl,6.95
1671145021-6883,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/diverse/henkell-trocken-sekt-sec-3x20cl/p/3170724,Henkell trocken Sekt sec 3x20cl,2022-2025,Deutschland,null,null,Assemblage de cépages,null,11.50%,60cl,7.5
1671145024-6885,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/schweiz/grand-vin-mousseux-de-romandie-bleu-nuit-cave-de-la-cote/p/3488366,Grand Vin Mousseux de Romandie Bleu Nuit Cave de la Côte,2022-2025,Schweiz,Waadt,null,Assemblage de cépages,null,7.50%,75cl,9.95
1671145026-6887,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/giovanni-spumante-roero-arneis-docg-dosage-zero/p/1018606001,Giovanni Spumante Roero Arneis DOCG dosage zero,2016,2022-2024,Italien,Piemont,Angelo Negro,Arneis,13.00%,75cl,36.5
1671145029-6889,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/frizzantino-secco-italia/p/6859643,Frizzantino Secco Italia,2022-2024,Italien,null,null,null,null,10.50%,75cl,3.5
1671145173-6901,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/schweiz/zueri-secco-buess-brut/p/3733813,Züri Secco Buess brut,2022-2025,Schweiz,Zürich,Riesling,Dieser Schaumwein mundet besonders gut zu Aperitif-Häppchen und als Begleiter von leichten Vorspeisen.,null,12.50%,75cl,15.95
1671145175-6902,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/schweiz/zueri-secco-buess-brut/p/6146153,Züri Secco Buess brut,Schweiz,Zürich,Riesling,null,null,null,12.50%,37.5cl,9.95
1671145178-6903,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/zuerich-aoc-zuercher-extra-dry-sparkling/p/6746296,Zürich AOC Zürcher Extra Dry sparkling,2023-2025,Schweiz,Zürich,Chardonnay,Grand Prix du vin Suisse 2022: Gold,null,11.50%,75cl,14.95
1671145180-6904,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/diverse/white-ice-secco-schlumberger/p/4063812,White Ice Secco Schlumberger,2022-2025,Österreich,null,null,"Chardonnay, 
                                Welschriesling",null,11.50%,75cl,9.95
1671145183-6905,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/west-sussex-brut-reserve-twenty-eighteen-gusbourne/p/7041106,West Sussex Brut Reserve Twenty Eighteen Gusbourne,2018,Grossbritannien,Chardonnay,null,null,null,12.40%,75cl,49.95
1671145185-6906,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/west-sussex-blanc-de-blancs-twenty-sixteen-chardonnay-gusbourne/p/7041093,West Sussex Blanc de Blancs Twenty Sixteen Chardonnay Gusbourne,2016,Grossbritannien,Chardonnay,null,null,null,12.00%,75cl,59.95
1671145188-6907,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/vino-spumante-d-italia-vigne-resistenti-raphael-dal-bo/p/6628557,Vino Spumante d'Italia Vigne Resistenti Raphael Dal Bo,2022-2025,Italien,Venetien,null,diverse Sorten,null,12.50%,75cl,13.95
1671145190-6908,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/frankreich/vin-mousseux-brut-blanc-de-blancs-jp-chenet/p/6373555,Vin Mousseux Brut Blanc de Blancs J.P. Chenet,2022-2025,Frankreich,Languedoc-Roussillon,null,Assemblage de cépages,null,11.00%,20cl,3.85
1671145192-6909,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/champagner/vin-mousseux-blanc-de-blancs-brut-dargent/p/5831596,Vin Mousseux Blanc de Blancs Brut Dargent,2022-2025,Frankreich,null,null,Chardonnay,null,12.00%,75cl,7.95
1671145194-6910,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/veneto-prosecco-rose-doc-millesimato-brut-raphael-dal-bo/p/6872597,Veneto Prosecco Rosé DOC Millesimato Brut Raphael Dal Bo,2022-2025,Italien,Venetien,null,"Pinot Noir, 
                                Glera",null,11.00%,75cl,11.95
1671145197-6911,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/veneto-glera-cartizze-brut-la-gioiosa/p/7086218,Veneto Glera Cartizze Brut La Gioiosa,Italien,Venetien,Glera,null,null,null,11.00%,75cl,19.95
1671145200-6912,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/veneto-docg-glera-valdobbiadene-masottina/p/7071981,Veneto DOCG Glera Valdobbiadene Masottina,Italien,Venetien,Glera,null,null,null,11.00%,75cl,11.95
1671145202-6913,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/alkoholfrei/venetien-la-gioiosa-et-amorosa-00-alkoholfrei/p/7051652,Venetien La Gioiosa et Amorosa 0.0 alkoholfrei,Italien,Venetien,null,null,null,null,0.50%,75cl,6.95
1671145206-6914,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/frankreich/vaud-aoc-chardonnay-coup-de-l-etrier-brut-testuz/p/7051600,Vaud AOC Chardonnay Coup de l'Etrier brut Testuz,Schweiz,Waadt,null,Chardonnay,null,null,12.00%,75cl,14.8
1671145213-6915,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/valdo-prosecco-di-valdobbiadene-docg/p/3713177,Valdo Prosecco di Valdobbiadene DOCG,2022-2025,Italien,Venetien,null,Glera,null,11.00%,75cl,9.75
1671145217-6917,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/valdo-garda-doc-spumante-brut/p/6341406,Valdo Garda DOC Spumante Brut,2022-2025,Italien,Venetien,null,"Chardonnay, 
                                Garganega",null,11.00%,75cl,6.5
1671145220-6919,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/trevenezie-igt-vino-frizzante-rose-blu-secco/p/4260660,Trevenezie IGT Vino Frizzante Rosé Blu Secco,2022-2025,Italien,Venetien,null,Assemblage de cépages,null,10.50%,120cl,11.7
1671145222-6921,schaumwein,https://www.coop.ch/de/lebensmittel/getraenke/frucht-gemuesesaefte/fruchtsaefte/traubensaefte-sauser/trevenezie-igt-vino-frizzante-blu-secco-alkoholfrei/p/6767534,Trevenezie IGT Vino Frizzante Blu Secco alkoholfrei,2022-2025,Italien,Venetien,null,Assemblage de cépages,null,0.50%,120cl,11.7
1671145225-6923,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/trevenezie-igt-vino-frizzante-blu-secco/p/4021193,Trevenezie IGT Vino Frizzante Blu Secco,2022-2025,Italien,Venetien,null,Assemblage de cépages,null,10.50%,120cl,8.7
1671145228-6925,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/trento-doc-ferrari-brut/p/4890883,Trento DOC Ferrari brut,2022-2025,Italien,Südtirol/Trentin/Friaul,null,Chardonnay,null,12.00%,75cl,16.85
1671145231-6928,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/trento-doc-altemasi-brut-rose-cavit/p/1018632001,Trento DOC Altemasi Brut Rosé Cavit,2022,2022-2027,Italien,Südtirol/Trentin/Friaul,Cavit,Chardonnay,12.50%,75cl,22.95
1671145234-6930,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/trentin-doc-glera-prosecco-millesimato-extra-dry-giordano/p/6996223,Trentin DOC Glera Prosecco Millesimato Extra Dry Giordano,Italien,Südtirol/Trentin/Friaul,null,Glera,null,null,11.00%,450cl,85
1671145236-6931,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/schweiz/ticino-doc-spumante-charme-rose-brut/p/3713178,Ticino DOC Spumante Charme Rosé brut,2022-2023,Schweiz,Tessin,null,Merlot,null,12.00%,75cl,12.95
1671145239-6933,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/sussex-henners-rose-nv/p/7075586,Sussex Henners Rosé NV,Grossbritannien,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",null,null,null,null,12.00%,75cl,34.95
1671145243-6935,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/sussex-henners-brut-nv/p/7075585,Sussex Henners Brut NV,Grossbritannien,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",null,null,null,null,12.00%,75cl,29.95
1671145246-6938,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/suisse-vdp-les-murettes-brut-maison-gilliard/p/6694078,Suisse VdP Les Murettes Brut Maison Gilliard,Schweiz,Wallis,null,Chasselas,null,null,12.70%,75cl,21.95
1671145249-6940,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/stefany-spumante-prosecco-superiore-docg-conegliano-valdobbiadene-extra-dry/p/1018667001,Stefany Spumante Prosecco Superiore DOCG Conegliano - Valdobbiadene Extra Dry,2021,2022-2025,Italien,Venetien,Pizzolato,Glera,11.00%,75cl,17.5
1671145252-6942,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/spumante-maestro-extra-dry-veneto-igt/p/4115585,Spumante Maestro Extra Dry Veneto IGT,2022-2025,Italien,Venetien,null,Glera,null,11.50%,75cl,6.95
1671145255-6944,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/frankreich/sekt-geldermann-premiers-brut/p/7076249,Sekt Geldermann Premiers brut,Deutschland,"Chardonnay, 
                                Pinot Noir",null,null,null,null,12.00%,20cl,3.15
1671145258-6946,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/schweiz/schaffhausen-vdp-strada-vin-mousseux-extra-dry/p/6979974,Schaffhausen VdP Strada Vin Mousseux extra dry,2022-2025,Schweiz,übrige Schweiz,null,Pinot Noir,null,12.20%,75cl,9.95
1671145261-6948,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/diverse/rotkaeppchen-sekt-halbtrocken/p/3548380,Rotkäppchen Sekt halbtrocken,2022-2025,Deutschland,null,null,Pinot Blanc,null,11.50%,75cl,5.5
1671145264-6950,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/rose-seleccin-ravents-codornu-brut/p/3624691,Rosé Selección Raventós Codorníu brut,2022-2025,Spanien,Katalonien,null,Pinot Noir,null,12.00%,75cl,9.95
1671145267-6952,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/rose-prosecco-doc-marca-oro-valdo-brut/p/7025866,Rosé Prosecco DOC Marca Oro Valdo brut,Italien,"Pinot Noir, 
                                Glera",null,null,null,null,11.00%,20cl,3.95
1671145270-6954,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/rose-prosecco-doc-marca-oro-valdo-brut/p/6708772,Rosé Prosecco DOC Marca Oro Valdo brut,2022-2023,Italien,Pinot Noir,null,null,null,11.00%,75cl,8.95
1671145272-6956,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/rose-prosecco-doc-gioiosa-brut/p/6707499,Rosé Prosecco DOC Gioiosa brut,2022-2023,Italien,Venetien,Pinot Noir,James Suckling: 90,null,11.00%,75cl,8.95
1671145275-6958,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/roger-goulart-organic-reserva-cava-brut/p/1018136002,Roger Goulart Organic Reserva Cava Brut,2019,Spanien,Katalonien,Macabeo,null,null,12.00%,75cl,16.5
1671145278-6960,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/roger-goulart-cava-reserva-brut/p/1018133001,Roger Goulart Cava Reserva Brut,2020,Spanien,Katalonien,Macabeo,null,null,12.00%,75cl,14.95
1671145281-6962,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/roger-goulart-brut-cava-rose/p/1018134001,Roger Goulart Brut Cava Rosé,2021,Spanien,Katalonien,Pinot Noir,null,null,12.00%,75cl,14.95
1671145284-6964,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/rioja-doca-lumen-royal-carlton-brut-bodegas-bilbainas/p/6804803,Rioja DOCa Lumen Royal Carlton brut Bodegas Bilbaìnas,2022-2025,Spanien,Katalonien,null,"Apéro, milder Käse, mild-aromatische Reisgerichte",null,12.00%,75cl,12.95
1671145287-6967,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/rioja-doca-conde-de-haro-bodegas-muga-reserva-brut/p/1017986001,Rioja DOCa Conde de Haro Bodegas Muga Reserva Brut,2018,2022-2026,Spanien,Rioja,Bodegas Muga,Chardonnay,12.00%,75cl,21.9
1671145289-6969,schaumwein,https://www.coop.ch/de/lebensmittel/getraenke/frucht-gemuesesaefte/fruchtsaefte/traubensaefte-sauser/rimuss-party-traubensaft-alkoholfrei-weiss/p/3050920,Rimuss Party Traubensaft alkoholfrei weiss,null,null,null,null,null,null,null,70cl,4.2
1671145291-6970,schaumwein,https://www.coop.ch/de/lebensmittel/getraenke/frucht-gemuesesaefte/fruchtsaefte/traubensaefte-sauser/rimuss-fruite-alkoholfrei/p/4900835,Rimuss Fruité alkoholfrei,null,null,null,null,null,null,null,70cl,4.4
1671145294-6972,schaumwein,https://www.coop.ch/de/lebensmittel/getraenke/frucht-gemuesesaefte/fruchtsaefte/traubensaefte-sauser/rimuss-fresh-traubensaft-weiss-alkoholfrei/p/6352978,Rimuss Fresh Traubensaft weiss alkoholfrei,null,null,null,null,null,null,null,70cl,4.2
1671145296-6974,schaumwein,https://www.coop.ch/de/lebensmittel/getraenke/frucht-gemuesesaefte/fruchtsaefte/traubensaefte-sauser/rimuss-champion-traubensaft-alkoholfrei-weiss/p/3051239,Rimuss Champion Traubensaft alkoholfrei weiss,null,null,null,null,null,null,null,75cl,4.95
1671145299-6976,schaumwein,https://www.coop.ch/de/lebensmittel/getraenke/frucht-gemuesesaefte/fruchtsaefte/traubensaefte-sauser/rimuss-bianco-dry-alkoholfrei/p/4292525,Rimuss Bianco Dry alkoholfrei,null,null,null,null,null,null,null,75cl,6.5
1671145302-6978,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/rich-secco-vino-frizzante-dry/p/4088687,Rich Secco Vino Frizzante dry,2022-2025,Italien,Venetien,null,Aperitiv,null,10.50%,20cl,2.55
1671145305-6981,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/reggiano-lambrusco-dop-quercioli-secco/p/7020816,Reggiano Lambrusco DOP Quercioli secco,2022-2024,Italien,Emilia-Romagna,Lambrusco,null,null,11.00%,75cl,6.95
1671145307-6983,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/spanien/ravents-i-blanc-textures-de-pedra/p/1016966001,Raventós i Blanc Textures de Pedra,2015,2022-2031,Spanien,Katalonien,Raventós i Blanc,Xarel-lo,12.00%,75cl,36
1671145310-6985,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/raphael-dal-bo-prosecco-superiore-docg-millesimato-extra-dry/p/1010136012,Raphael Dal Bo Prosecco Superiore DOCG Millesimato Extra Dry,2021,2022-2025,Italien,Venetien,Raphael dal Bo,Glera,11.00%,75cl,11.95
1671145313-6987,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/italien/prosecco-superiore-docg-brut-1924-carpene-malvolti/p/6719802,Prosecco Superiore DOCG Brut 1924 Carpène Malvolti,2022-2023,Italien,Venetien,null,"diverse Sorten, 
                                Glera",null,11.00%,75cl,17.5
1671145316-6989,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/prosecco-rose-015-millesimato-brut/p/1018566001,Prosecco Rosé 0.15 Millesimato Brut,2021,2022-2024,Italien,Venetien,De Stefani,Pinot Noir,11.50%,75cl,16.5
1671145318-6991,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/prosecco-frizzante-doc-canti-75cl/p/6587640,Prosecco Frizzante DOC Canti 75CL,null,null,null,null,null,null,0.00%,75cl,5.95
1671145321-6993,schaumwein,https://www.coop.ch/de/weine/wein-sortiment/schaumweine/prosecco-doc-vigne-dogi/p/4922122,Prosecco DOC Vigne Dogi,2022-2025,Italien,Venetien,null,Glera,null,11.00%,75cl,6.95
