web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671142188-5884,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/bio-pinot-noir-rose-weingut-zaehringer/p/1017182001,Bio Pinot Noir Rosé Weingut Zähringer,2021,2022-2025,Deutschland,Baden,Pinot Noir,null,11.50%,75cl,12.95
1671142191-5886,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/bio-naturaplan-cerasuolo-d-abruzzo-doc-jasci/p/1017815001,Bio Naturaplan Cerasuolo d'Abruzzo DOC Jasci,2021,2022-2025,Italien,Abruzzen,Azienda Agricola Jasci,Montepulciano,13.00%,75cl,9.5
1671142194-5888,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/bielersee-aoc-oeil-de-perdrix-la-neuveville/p/5791312,Bielersee AOC Oeil de Perdrix La Neuveville,null,null,Schweiz,Drei-Seen-Region,null,null,13.00%,75cl,17.95
1671142197-5890,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/batroun-mo-cuvee-altitudes-rose-ixsir/p/1017905001,Batroun MO Cuvée Altitudes rosé Ixsir,2021,2022-2028,null,null,"Caladoc, Cinsault, 
                                Syrah",null,13.50%,75cl,22
1671142200-5892,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/bardolino-doc-chiaretto-zeni/p/1000727018,Bardolino DOC Chiaretto Zeni,2021,2023-2026,Italien,Venetien,Cantina Zeni,Molinara,12.50%,75cl,6.95
1671142203-5894,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/abruzzo-doc-montepulciano-prope-cerasuolo-velenosi-vini/p/1017976001,Abruzzo DOC Montepulciano Prope Cerasuolo Velenosi Vini,2021,2022-2025,Italien,Abruzzen,Velenosi Vini,Montepulciano,13.50%,75cl,13.5
1671142205-5896,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/abruzzo-doc-montepulciano-cerasuolo-rose-talamonti/p/1018621001,Abruzzo DOC Montepulciano Cerasuolo Rosé Talamonti,2021,2022-2024,Italien,Abruzzen,Talamonti,Montepulciano,12.50%,75cl,8.5
1671142208-5898,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/aargau-aoc-rose-besserstein/p/1014132005,Aargau AOC Rosé Besserstein,2020,2022-2023,Schweiz,Basel/Aargau,Pinot Noir,null,13.00%,75cl,16.95
1671142212-5900,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/aargau-aoc-rose-besserstein/p/1014132006,Aargau AOC Rosé Besserstein,2021,2023-2024,Schweiz,Basel/Aargau,Pinot Noir,null,13.00%,75cl,16.95
1671142279-5925,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rose-cotes-de-provence-miraval/p/1011808009,Rosé Côtes de Provence Miraval,2021,2024-2025,Frankreich,Provence,"Grenache, Cinsault, 
                                Syrah",null,13.00%,75cl,24.95
1671142281-5926,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rose-cote-des-roses-aop-g-bertrand/p/1014763005,Rosé Cote des Roses AOP G. Bertrand,2021,2023-2024,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Grenache,13.00%,75cl,11.5
1671142284-5927,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rose-cote-des-roses-aop-g-bertrand/p/1015102004,Rosé Cote des Roses AOP G. Bertrand,2021,2023-2024,Frankreich,Languedoc-Roussillon,Gérard Bertrand,null,13.00%,37.5cl,6.95
1671142286-5928,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rose-casal-mendes/p/7062456,Rosé Casal Mendes,null,null,Portugal,null,null,diverse Sorten,0.50%,25cl,2.65
1671142289-5929,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rose-bordeaux-aoc-les-terres-d-aquitaine/p/1001282020,Rosé Bordeaux AOC Les Terres d'Aquitaine,2021,2023-2026,Frankreich,null,"Cabernet Franc, 
                                Merlot",null,12.00%,75cl,6.5
1671142292-5930,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rose-framboise-very/p/4723693,Rosé & Framboise Very,,2022-2024,Frankreich,null,null,null,10.00%,75cl,4.95
1671142294-5931,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rosato-toscana-igt-aqua-di-venus/p/1016106002,Rosato Toscana IGT Aqua di Venus,2021,2022-2025,Italien,Toskana,Ruffino,Pinot Gris,12.50%,75cl,18.95
1671142296-5932,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rosato-salento-igt-calafuria/p/1015124002,Rosato Salento IGT Calafuria,2019,2022-2025,Italien,Apulien,Marchesi Antinori,Negroamaro,13.00%,75cl,15.5
1671142299-5933,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rosato-salento-igt-calafuria/p/1015124004,Rosato Salento IGT Calafuria,2021,2023-2026,Italien,Apulien,Marchesi Antinori,null,13.00%,75cl,15.5
1671142302-5934,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rosato-puglia-igt-primitivo-cantina-giordano/p/1000731017,Rosato Puglia IGT Primitivo Cantina Giordano,2021,2023-2024,Italien,Apulien,Giordano,Primitivo,12.50%,75cl,8.5
1671142305-5935,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rosato-di-merlot-la-pernice/p/1016692002,Rosato di Merlot La Pernice,2021,2023-2025,Schweiz,Tessin,Terreni alla Maggia,Merlot,12.00%,75cl,12.5
1671142308-5936,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rioja-doca-rosado-torre-aldea/p/1016323002,Rioja DOCa Rosado Torre Aldea,2021,2022-2025,Spanien,Rioja,Tempranillo,null,13.00%,75cl,4.95
1671142310-5937,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rioja-doca-rosado-marques-de-riscal/p/1013129007,Rioja DOCa Rosado Marqués de Riscal,2021,2023-2024,Spanien,Rioja,Marqués de Riscal,Grenache,13.50%,75cl,10.95
1671142313-5938,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rioja-doca-rosado-cune/p/1000751018,Rioja DOCa Rosado Cune,2021,2023-2024,Spanien,Rioja,Bodegas Cvne,Tempranillo,13.50%,75cl,8.95
1671142316-5939,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/riesling-vom-schiefer-feinherb-weingut-ansgar-cluesserath/p/1017907001,Riesling vom Schiefer Feinherb Weingut Ansgar Clüsserath,2020,2022-2025,Deutschland,null,Weingut Ansgar Clüsserath,Riesling,10.50%,75cl,19.9
1671142318-5940,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/riesling-vdp-weingut-kuenstler/p/1017912001,Riesling VDP Weingut Künstler,2020,2022-2028,Deutschland,Rheingau,Weingut Künstler,Riesling,12.50%,75cl,20.9
1671142321-5941,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/riesling-trittenheimer-apotheke-kabinett-weingut-ansgar-cluesserath/p/1017904001,Riesling Trittenheimer Apotheke Kabinett Weingut Ansgar Clüsserath,2020,2022-2028,Deutschland,null,Weingut Ansgar Clüsserath,Riesling,8.00%,75cl,25.5
1671142323-5942,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/riesling-hochheim-kirchenstueck-grosses-gewaechs-weingut-kuenstler/p/1017909002,Riesling Hochheim Kirchenstück Grosses Gewächs Weingut Künstler,2018,2019-2023,Deutschland,Rheingau,Weingut Künstler,Riesling,12.50%,75cl,48
1671142326-5943,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/riesling-hochheim-hoelle-erste-lage-im-neuenberg-weingut-kuenstler/p/1017906002,Riesling Hochheim Hölle Erste Lage Im Neuenberg Weingut Künstler,2020,null,Deutschland,Rheingau,Riesling,null,12.50%,75cl,27
1671142329-5944,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/ribera-del-duero-do-rose-flamingo-san-cristobal/p/1014816004,Ribera del Duero DO Rosé Flamingo San Cristobal,2021,2022-2025,Spanien,Ribera del Duero,Marqués de Vargas,Tempranillo,13.50%,75cl,15.95
1671142331-5945,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/rhone-cinsault-tavel-rose-prieure-de-montezargues/p/1016192001,Rhône Cinsault Tavel Rosé Prieure de Montezargues,2020,2021-2023,Frankreich,Côtes du Rhône,Cinsault,null,11.50%,75cl,9.3
1671142334-5946,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/remole-rosato-toscana/p/1011106010,Rèmole Rosato Toscana,2021,2023-2026,Italien,Toskana,Marchesi de' Frescobaldi,Merlot,11.50%,75cl,8.95
1671142337-5947,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/puech-haut-prestige-igp-pays-d-oc-rose/p/1014955004,Puech-Haut Prestige IGP Pays D'Oc Rosé,2021,2023-2024,Frankreich,Languedoc-Roussillon,"Cinsault, 
                                Grenache Blanc",null,13.00%,75cl,16.95
1671142339-5948,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/pro-montagna-rosato-trevalli/p/1011350010,Pro Montagna Rosato TreValli,2021,2023-2025,Schweiz,Tessin,Gialdi Vini,Merlot,12.50%,75cl,14.5
1671142342-5949,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/prix-garantie-valais-aoc-dole-blanche-les-terrasses-du-rhone/p/1016173001,Prix Garantie Valais AOC Dôle Blanche les Terrasses du Rhône,2020,2022-2023,Schweiz,Wallis,Provins,Gamay,12.50%,75cl,6.95
1671142345-5950,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/prix-garantie-pays-d-oc-igp-marjolaine-rose-cinsault-syrah/p/1016065003,Prix Garantie Pays d'oc IGP Marjolaine Rosé Cinsault & Syrah,2021,2023-2025,Frankreich,Languedoc-Roussillon,"Cinsault, 
                                Syrah",null,12.50%,75cl,3.5
1671142348-5951,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/primitivo-del-salento-rosato-igp-vecchia-torre/p/1014894004,Primitivo del Salento Rosato IGP Vecchia Torre,2021,2023-2025,Italien,Apulien,Cantina Vecchia Torre,Primitivo,12.50%,75cl,9.5
1671142351-5952,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/pinot-noir-rose-extra-brut-eva-fricke/p/1016458001,Pinot Noir Rosé Extra Brut Eva Fricke,2018,2022-2024,Deutschland,Rheingau,Eva Fricke,Pinot Noir,12.50%,75cl,34.5
1671142353-5954,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/penedes-do-3055-rose-jean-leon/p/1018008001,Penedes DO 3055 Rosé Jean Leon,2021,2022-2028,Spanien,Katalonien,Jean Leon,Pinot Noir,12.50%,75cl,17.8
1671142356-5956,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/penedes-do-3055-chardonnay-jean-leon/p/1018018004,Penedes DO 3055 Chardonnay Jean Leon,2021,Spanien,Katalonien,null,Chardonnay,null,13.50%,75cl,17.8
1671142359-5958,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/peloponnese-pgi-rose-peplo-domaine-skouras/p/1017742001,Peloponnese PGI Rosé Peplo Domaine Skouras,2021,2022-2025,Griechenland,null,Domaine Skouras,Agiorgitiko,13.00%,75cl,18.95
1671142362-5960,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/pays-d-oc-igp-syrah-rose-la-sensuelle/p/1013304007,Pays d'Oc IGP Syrah Rosé La Sensuelle,2021,2021-2024,Frankreich,Languedoc-Roussillon,Syrah,null,12.50%,50cl,4.5
1671142365-5962,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/pays-d-oc-igp-syrah-rose/p/1015193004,Pays d'Oc IGP Syrah Rosé,2021,2024-2026,Frankreich,Syrah,null,null,13.00%,75cl,4.95
1671142367-5964,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/pays-d-oc-igp-syrah-rose/p/1015193003,Pays d'Oc IGP Syrah Rosé,2020,2023-2025,Frankreich,null,null,null,13.00%,75cl,4.95
1671142370-5966,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/paris-seduction-merlot-rose/p/5684273,Paris Séduction Merlot Rosé,,2022-2025,Frankreich,Merlot,null,null,12.50%,18.7cl,2.95
1671142373-5968,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/niederoesterreich-zweigelt-rose-hasen-pfaffl/p/1017462001,Niederösterreich Zweigelt Rosé Hasen Pfaffl,2021,2022-2025,Österreich,Niederösterreich,Weingut Pfaffl,Zweigelt,12.50%,75cl,9.95
1671142376-5970,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/neuchatel-aoc-oeil-de-perdrix-rose-caves-des-coteaux/p/1000747018,Neuchâtel AOC Oeil de Perdrix Rosé Caves des Coteaux,2021,2023-2024,Schweiz,Drei-Seen-Region,Caves des Coteaux,Pinot Noir,13.00%,75cl,15.5
1671142378-5972,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/neuchatel-aoc-oeil-de-perdrix-kuntzer/p/1016713003,Neuchâtel AOC Oeil de Perdrix Kuntzer,2021,2023-2024,Schweiz,Drei-Seen-Region,Pinot Noir,null,13.00%,50cl,13.95
1671142381-5974,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/natureo-rosado-torres-alkoholfrei/p/1016222003,Natureo Rosado Torres alkoholfrei,2021,2023-2024,Spanien,null,"Cabernet Sauvignon, 
                                Syrah",null,0.05%,75cl,9.5
1671142384-5976,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/natureo-rosado-torres-alkoholfrei/p/1016222002,Natureo Rosado Torres alkoholfrei,2020,2022-2023,Spanien,null,"Cabernet Sauvignon, 
                                Syrah",null,0.05%,75cl,9.5
1671142387-5978,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturare-syrah-rose-g-bertrand/p/1014906003,Naturare Syrah Rosé G. Bertrand,2020,2022-2023,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Syrah,12.00%,75cl,9.95
1671142391-5981,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-demeter-bio-rose-la-cote-aoc-morges-libellule/p/1016712002,Naturaplan Demeter Bio Rosé La Côte AOC Morges Libellule,2021,2023-2025,Schweiz,Waadt,diverse Sorten,null,12.00%,70cl,12.95
1671142394-5982,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-rose-sable-de-camargue-igp-le-pive/p/1015696003,Naturaplan Bio Rosé Sable de Camargue IGP Le Pive,2021,2023-2024,Frankreich,Languedoc-Roussillon,"Cabernet Franc, 
                                Grenache, 
                                Merlot",null,12.00%,75cl,9.95
1671142397-5984,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-rose-pays-d-oc-igp-chateau-pech-latt/p/1015602003,Naturaplan Bio Rosé Pays d'Oc IGP Château Pech-Latt,2021,2023-2024,Frankreich,Languedoc-Roussillon,"Grenache, Cinsault",null,13.00%,75cl,10.95
1671142399-5987,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-rose-coteaux-varois-aoc-les-terres-saint-louis/p/1000104018,Naturaplan Bio Rosé Coteaux Varois AOC Les Terres Saint Louis,2021,2023-2024,Frankreich,Provence,Estandon Vignerons,Grenache,12.50%,75cl,9.95
1671142402-5989,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-neuchatel-aoc-oeil-de-perdrix-domaine-coccinelles/p/1000106018,Naturaplan Bio-Neuchâtel AOC Oeil de Perdrix Domaine Coccinelles,2021,2023-2026,Schweiz,Drei-Seen-Region,Caves de la Beroche,Pinot Noir,13.20%,75cl,17.95
1671142405-5991,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-languedoc-aoc-rose-chateau-de-caraguilhes/p/1014249005,Naturaplan Bio Languedoc AOC Rosé Château de Caraguilhes,2021,2023-2025,Frankreich,Languedoc-Roussillon,Château de Caraguilhes,Grenache,13.50%,37.5cl,5.95
1671142408-5993,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-corbieres-aop-rose-cara/p/1015704002,Naturaplan Bio Corbières AOP Rosé Cara,2020,2021-2023,Frankreich,Languedoc-Roussillon,Château de Caraguilhes,Grenache,0.00%,75cl,14.95
1671142411-5995,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-corbieres-aoc-rose-chateau-de-caraguilhes/p/1007757014,Naturaplan Bio-Corbières AOC Rosé Château de Caraguilhes,2021,2023-2026,Frankreich,Languedoc-Roussillon,Château de Caraguilhes,Grenache,12.50%,75cl,9.95
1671142414-5997,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/naturaplan-bio-comte-de-geneve-aoc/p/1011153010,Naturaplan Bio Comte de Genève AOC,2021,2023-2024,Schweiz,Genf,Gamay,null,13.00%,75cl,11.95
1671142417-5999,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/mendoza-new-age-valentin-bianchi/p/1017514001,Mendoza New Age Valentin Bianchi,2020,2020-2025,Argentinien,Mendoza,Sauvignon Blanc,null,14.00%,75cl,11.5
1671142420-6001,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/medoc-cabernet-sauvignon-rose-de-laujac/p/1017003001,Médoc Cabernet Sauvignon Rosé de Laujac,2021,2022-2025,Frankreich,null,Château Laujac,Cabernet Sauvignon,12.50%,75cl,12.95
1671142423-6003,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/mateus-trasos-montes-rose/p/3345030,Mateus Trasos Montes Rosé,,2022-2025,Portugal,Tinta Barroca,"Apéritif, Asiatischen Gerichten und Früchtedesserts",null,11.00%,75cl,5.95
1671142426-6006,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/mateus-trasos-montes-dry-rose/p/1016272002,Mateus Trasos Montes dry Rosé,2021,2023-2026,Portugal,null,"Baga, 
                                Syrah",null,12.00%,75cl,8.95
1671142429-6008,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/mateus-rose-original/p/6997523,Mateus Rosé Original,null,2022-2025,Portugal,Tinta Barroca,null,null,11.00%,25cl,2.65
1671142431-6010,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/le-rosel-rose-oeil-perdrix-25cl/p/1003763015,Le Rosel Rosé Oeil Perdrix 25cl,2021,2023-2024,Schweiz,Wallis,Pinot Noir,null,13.50%,25cl,3.25
1671142434-6012,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/le-cote-aoc-oeil-de-perdrix-bertrand-de-mestral/p/1016109002,Le Côte AOC Oeil de Perdrix Bertrand de Mestral,2020,2022-2023,Schweiz,Waadt,Cave de la Côte,Pinot Noir,13.00%,75cl,10.95
1671142437-6014,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/lavaux-aoc-coup-de-l-etrier-rose/p/1015023004,Lavaux AOC Coup de L'Etrier Rosé,2021,2023-2024,Schweiz,Waadt,Testuz,Gamay,13.00%,70cl,16.95
1671142439-6016,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/la-sensuelle-rose-syrah-pays-d-oc/p/1011963009,La Sensuelle Rosé Syrah Pays d'Oc,2021,2020-2021,Frankreich,Languedoc-Roussillon,Syrah,null,13.00%,25cl,2.5
1671142441-6017,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/la-sensuelle-rose-syrah-pays-d-oc/p/1011963008,La Sensuelle Rosé Syrah Pays d'Oc,2020,2022-2023,Frankreich,Languedoc-Roussillon,Syrah,null,13.00%,25cl,2.5
1671142598-6045,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/zuerich-aoc-staatsschreiber-rose/p/1013422007,Zürich AOC Staatsschreiber Rosé,2021,2023-2024,Schweiz,Zürich,Staatskellerei Zürich,Pinot Noir,13.50%,75cl,15.95
1671142600-6046,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/zuerich-aoc-pinot-noir-rose-pankraz/p/1007850009,Zürich AOC Pinot Noir Rosé Pankraz,2021,2023-2024,Schweiz,Zürich,Pinot Noir,null,13.00%,75cl,15.95
1671142603-6047,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vino-frizzante-d-italia-rosato-buongustaio/p/6875284,Vino Frizzante d'Italia Rosato Buongustaio,null,2022-2024,Italien,null,null,null,10.50%,75cl,6.5
1671142605-6048,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vinho-verde-casal-mendes/p/3434521,Vinho Verde Casal Mendes,null,2022-2025,Portugal,Vinho Verde,Alvarinho,null,10.00%,75cl,5.6
1671142608-6049,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vinho-rose-casal-mendes/p/3434519,Vinho Rosé Casal Mendes,null,2022-2025,Portugal,null,"Baga, 
                                Tinta Barroca",null,13.00%,75cl,5.6
1671142611-6050,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vin-de-pays-romand-gamay-rose-les-liserons/p/1009751012,Vin de Pays Romand Gamay Rosé Les Liserons,2021,2023-2024,Schweiz,übrige Schweiz,Gamay,null,13.00%,75cl,5.75
1671142613-6051,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vin-de-pays-du-var-igp-the-pale-sacha-lichine/p/1017080001,Vin de Pays du Var IGP The Pale Sacha Lichine,2021,2022-2025,Frankreich,Provence,Château d'Esclans,Grenache,13.00%,75cl,14.95
1671142616-6052,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/very-grapefruit-rose/p/4228297,Very Grapefruit Rosé,null,2022-2025,Frankreich,null,null,null,10.00%,75cl,4.95
1671142619-6053,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vaudois-aoc-rose-salvagnin/p/1000753017,Vaudois AOC Rosé Salvagnin,2021,2023-2024,Schweiz,Waadt,-,Pinot Noir,12.50%,75cl,6.95
1671142621-6054,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/vaud-aoc-cuvee-48-perroy/p/1014692004,Vaud AOC Cuvée 48 Perroy,2021,2023-2026,Schweiz,Waadt,"Gamaret, 
                                Gamay, 
                                Pinot Noir, Garanoir",null,13.80%,70cl,9.95
1671142625-6055,rose,https://www.coop.ch/de/weine/wein-sortiment/roseweine/valtenesi-chiaretto-dop/p/1018584001,Valtènesi Chiaretto DOP,2021,2022-2023,Italien,Lombardei/Veltlin,Cà Maiol,Marzemino,12.00%,75cl,16.5
