web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671141403-5539,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/les-dailles-dole-de-salquenen-aoc/p/1001858017,Les Dailles Dôle de Salquenen AOC,2020,2023-2025,Schweiz,Wallis,Pinot Noir,null,13.00%,37.5cl,6.95
1671141407-5542,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/les-cailloux-bordeaux-superieur-ac-chateau-penin/p/6164725002,Les Cailloux Bordeaux Supérieur AC Château Penin,2018,2022-2027,Frankreich,null,Château Penin,Cabernet Sauvignon,14.50%,75cl,17.5
1671141410-5545,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/les-cailloux-bordeaux-superieur-ac-chateau-penin/p/6164725001,Les Cailloux Bordeaux Supérieur AC Château Penin,2017,2022-2026,Frankreich,null,Château Penin,Cabernet Sauvignon,14.00%,75cl,12.95
1671141414-5547,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/legaris-roble-ribera-del-duero-do/p/1009764012,Legaris Roble Ribera del Duero DO,2020,2020-2023,Spanien,Ribera del Duero,Legaris,Tempranillo,13.50%,75cl,16.5
1671141418-5549,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/legaris-crianza-ribera-del-duero-do/p/1000681018,Legaris Crianza Ribera del Duero DO,2019,2020-2022,Spanien,Ribera del Duero,Legaris,Cabernet Sauvignon,14.50%,75cl,24.95
1671141422-5552,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/le-dix-de-los-vascos-domaines-barons-de-rothschild/p/1000179015,Le Dix de Los Vascos Domaines Barons de Rothschild,2017,2022-2024,Chile,null,Los Vascos,Cabernet Sauvignon,14.00%,75cl,33.75
1671141426-5554,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/lazio-igt-poggio-le-volpi-roma-edizione-limitata/p/1017197001,Lazio IGT Poggio Le Volpi Roma Edizione Limitata,2015,2022-2023,Italien,Latium,Poggio Le Volpi,Montepulciano,14.00%,75cl,44
1671141430-5557,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/lavignone-barbera-d-asti-docg/p/1009311012,Lavignone Barbera d'Asti DOCG,2020,2023-2026,Italien,Piemont,Pico Maccario,Barbera,14.00%,75cl,12.95
1671141435-5559,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/la-vieille-ferme-rouge/p/1013504007,La Vieille Ferme Rouge,2021,2024-2026,Frankreich,Côtes du Rhône,null,"Grenache, Cinsault, 
                                Mourvèdre, 
                                Carignan",13.50%,75cl,7.5
1671141439-5562,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/lavaux-aoc-saint-saphorin-domaine-des-faverges-grand-cru/p/1013970006,Lavaux AOC Saint Saphorin Domaine des Faverges Grand Cru,2020,2020-2021,Schweiz,Waadt,Domaine des Faverges,Gamay,13.00%,75cl,19.95
1671141443-5565,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/lavaux-aoc-coup-de-l-etrier-rouge/p/1014150007,Lavaux AOC Coup de l'Etrier rouge,2020,2023-2024,Schweiz,Waadt,Obrist,Gamay,12.50%,70cl,18.5
1671141447-5567,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/la-tour-pinot-noir-aoc-weingut-jauslin/p/1015074005,La Tour Pinot Noir AOC Weingut Jauslin,2019,2023-2027,Schweiz,Basel/Aargau,null,Pinot Noir,13.00%,75cl,22.5
1671141450-5569,rot,https://www.coop.ch/de/alle-weine-in-literqualitaet/la-timbale-beaujolais-ac/p/3437495,La Timbale Beaujolais AC,null,null,Frankreich,Beaujolais,null,Gamay,12.50%,100cl,4.95
1671141454-5572,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/las-lamas-descendientes-de-j-palacios/p/1016846001,Las Lamas Descendientes de J. Palacios,2017,2022-2029,Spanien,Kastilien-León,Descendientes de J. Palacios,Mencía,14.00%,75cl,108
1671141458-5574,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/las-flores-reserva-rioja-doca/p/1000712017,Las Flores Reserva Rioja DOCa,2017,2022-2024,Spanien,Rioja,Viñedos de Aldeanueva,Grenache,14.00%,75cl,11.95
1671141462-5577,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/las-flores-reserva-rioja-doca/p/1000712018,Las Flores Reserva Rioja DOCa,2018,2023-2025,Spanien,Rioja,Viñedos de Aldeanueva,Grenache,14.00%,75cl,11.95
1671141467-5579,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/la-sensuelle-syrah-vin-de-pays-d-oc-igp/p/1012229009,La Sensuelle Syrah Vin de Pays d'Oc IGP,2021,2022-2026,Frankreich,Languedoc-Roussillon,null,Syrah,13.00%,25cl,2.5
1671141471-5582,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/la-picossa-terra-alta-garnacha/p/1015802001,La Picossa Terra Alta Garnacha,2019,2022-2026,Spanien,Katalonien,null,Grenache,14.00%,75cl,11.5
1671141475-5585,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/lanza-valpolicella-ripasso-doc-bio/p/1018563001,Lanza Valpolicella Ripasso DOC BIO,2019,2022-2024,Italien,Venetien,Vin & Organic,Molinara,14.00%,75cl,19.5
1671141478-5587,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/languedoc-roussillon-minervois-rouge-la-cigale/p/1015545002,Languedoc-Roussillon Minervois Rouge La Cigale 6x  75cl,2020,2022-2024,Frankreich,Languedoc-Roussillon,null,"Grenache, 
                                Mourvèdre, 
                                Syrah, 
                                Carignan",13.00%,6x 75cl,35.7
1671141482-5588,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/languedoc-roussillon-minervois-rouge-la-cigale/p/1015545003,Languedoc-Roussillon Minervois Rouge La Cigale 6x  75cl,2021,2023-2025,Frankreich,Languedoc-Roussillon,null,null,0.00%,6x 75cl,35.7
1671141486-5589,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/languedoc-aop-reserve-la-petite-oliveraie/p/1016777001,Languedoc AOP Réserve La Petite Oliveraie,2020,null,Frankreich,Languedoc-Roussillon,null,"Grenache, 
                                Syrah, 
                                Carignan",14.50%,75cl,7.85
1671141490-5590,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/languedoc-aop-les-complices-chateau-puech-haut/p/1014379001,Languedoc AOP Les Complices Château Puech-Haut,2016,2022-2025,Frankreich,Languedoc-Roussillon,Château Puech-Haut,Grenache,14.50%,75cl,12.95
1671141494-5591,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/languedoc-aop-art-de-vivre-rouge-g-bertrand/p/1015556001,Languedoc AOP Art de Vivre rouge G. Bertrand,2015,2022-2025,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Grenache,14.00%,75cl,13.95
1671141498-5592,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/languedoc-aoc-mythique/p/1011580010,Languedoc AOC Mythique,2021,2023-2027,Frankreich,Languedoc-Roussillon,Les Vignerons de la Méditerrané,Grenache,13.00%,75cl,8.5
1671141502-5593,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/langhe-nebbiolo-edition-peter-keller-weingut-giulia-negri/p/1016162003,Langhe Nebbiolo Edition Peter Keller Weingut Giulia Negri,2020,2022-2030,Italien,Piemont,Nebbiolo,null,14.00%,75cl,19.95
1671141506-5594,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/langhe-doc-sito-moresco-angelo-gaja/p/1011300006,Langhe DOC Sito Moresco Angelo Gaja,2020,2022-2027,Italien,Piemont,Angelo Gaja,Cabernet Sauvignon,13.00%,75cl,47.5
1671141510-5595,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/langhe-doc-nebbiolo-no-name-borgogno/p/1016938002,Langhe DOC Nebbiolo No Name Borgogno,2017,2022-2023,Italien,Piemont,Borgogno,Nebbiolo,14.00%,75cl,38
1671141514-5596,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/langhe-doc-nebbiolo-argo-villadoria/p/1017447001,Langhe DOC Nebbiolo Argo Villadoria,2020,2022-2028,Italien,Piemont,Nebbiolo,null,14.00%,75cl,9.5
1671141518-5597,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/langhe-doc-bricco-manzoni-rocche-dei-manzoni/p/1010893010,Langhe DOC Bricco Manzoni Rocche dei Manzoni,2016,2023-2024,Italien,Piemont,Rocche dei Manzoni,Barbera,14.00%,75cl,32.5
1671141573-5610,rot,https://www.coop.ch/de/weine/wein-sortiment/raritaeten/morey-st-denis-pinot-noir-1er-cru-aux-charmes-lignier-michelot/p/3624607007,Morey-St-Denis Pinot Noir 1er Cru aux Charmes Lignier Michelot,2015,2019-2029,Frankreich,Burgund,Pinot Noir,null,14.00%,75cl,70
1671141576-5612,rot,https://www.coop.ch/de/weine/wein-sortiment/raritaeten/morey-st-denis-en-la-rue-de-vergy-domaine-lignier-michelot/p/3481372008,Morey-St-Denis en la Rue de Vergy Domaine Lignier-Michelot,2015,2019-2029,Frankreich,Burgund,Domaine Lignier-Michelot,Pinot Noir,13.00%,75cl,42.5
1671141578-5614,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/morellino-di-scansano-riserva-docg-poggio-valente-fattoria-le-pupille/p/1013212006,Morellino di Scansano Riserva DOCG Poggio Valente Fattoria Le Pupille,2019,null,Italien,Toskana,null,"Sangiovese,                    Merlot",13.50%,75cl,35.5
1671141581-5615,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/moreccio-bolgheri-rosso-doc/p/1018675001,Moreccio Bolgheri Rosso DOC,2020,2022-2025,Italien,Toskana,Fattoria Casa di Terra,Cabernet Sauvignon,14.00%,75cl,19.5
1671141584-5617,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mora-del-roveto-toscana-rosso-igt/p/1018572001,Mora del Roveto Toscana Rosso IGT,2019,2022-2024,Italien,Toskana,Usiglian del Vescovo,Cabernet Sauvignon,13.50%,75cl,13.95
1671141587-5619,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montsant-do-tinto-acustic-celler/p/1011594005,Montsant DO Tinto Acústic Celler,2018,2022-2023,Spanien,Katalonien,Acustic Celler,null,15.00%,75cl,15.95
1671141589-5621,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montsant-do-cuvee-mas-de-can-blau/p/1018002001,Montsant DO Cuvée Mas de Can Blau,2016,2022-2028,Spanien,Katalonien,Cellers Can Blau,Cariñena,15.00%,75cl,47.9
1671141591-5622,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montsant-do-cuvee-can-blau/p/1017997001,Montsant DO Cuvée Can Blau,2019,2022-2026,Spanien,Katalonien,Cellers Can Blau,Cariñena,14.50%,75cl,21.9
1671141594-5624,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montsant-do-cuvee-blau/p/1017987001,Montsant DO Cuvée Blau,2020,2022-2026,Spanien,Katalonien,Cellers Can Blau,Cariñena,14.00%,75cl,14.9
1671141597-5626,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montsant-do-auditori-bodegas-acustic-celler/p/1013410003,Montsant DO Auditori Bodegas Acústic Celler,2013,2022-2025,Spanien,Katalonien,Acustic Celler,Grenache,15.00%,75cl,44.95
1671141599-5628,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montsant-do-auditori-bodegas-acustic-celler/p/1013410007,Montsant DO Auditori Bodegas Acústic Celler,2017,2021-2022,Spanien,Katalonien,Acustic Celler,Grenache,15.00%,75cl,44.95
1671141602-5630,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montepulciano-d-abruzzo-villa-di-cangrosso-doc/p/1003233011,Montepulciano d'Abruzzo Villa di Cangrosso DOC,2020,2023-2024,Italien,Abruzzen,Vini Bee,Montepulciano,12.50%,150cl,6.95
1671141606-5632,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montepulciano-d-abruzzo-villa-di-cangrosso-doc/p/1003233012,Montepulciano d'Abruzzo Villa di Cangrosso DOC,2021,2024-2025,Italien,Abruzzen,Vini Bee,Montepulciano,12.50%,150cl,6.95
1671141608-5634,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montepulciano-d-abruzzo-costa-bella/p/1014964006,Montepulciano d'Abruzzo Costa Bella,2021,2022-2025,Italien,Abruzzen,Coop,Montepulciano,13.00%,50cl,1.6
1671141611-5636,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montepulciano-dabruzzo-doc-edizione-limitata-casale-vecchio/p/1017597001,Montepulciano d`Abruzzo DOC Edizione limitata Casale Vecchio,2021,2023-2027,Italien,Abruzzen,Montepulciano,null,14.00%,75cl,14.5
1671141614-5638,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montefalco-sagrantino-docg-scacciadiavoli/p/1000769017,Montefalco Sagrantino DOCG Scacciadiavoli,2016,2023-2026,Italien,Umbrien,Azienda Agraria Scacciadiavoli,Sagrantino,15.00%,75cl,19.95
1671141616-5639,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montefalco-sagrantino-docg-scacciadiavoli/p/1000769018,Montefalco Sagrantino DOCG Scacciadiavoli,2017,2024-2027,Italien,Umbrien,Azienda Agraria Scacciadiavoli,Sagrantino,15.00%,75cl,19.95
1671141619-5641,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/montagne-st-emilion-aoc-chateau-plaisance/p/1000645017,Montagne St-Emilion AOC Château Plaisance,2019,2024-2029,Frankreich,null,Château Plaisance,Cabernet Sauvignon,14.00%,75cl,10
1671141621-5643,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/monsenese-chianti-classico-riserva-docg/p/1018556001,Monsenese Chianti Classico Riserva DOCG,2017,2022-2032,Italien,Toskana,San Leonino,Sangiovese,14.00%,75cl,27.95
1671141624-5644,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/monferrato-doc-nero-san-pietro/p/1016943002,Monferrato DOC Nero San Pietro,2019,2022-2023,Italien,Piemont,Tenuta San Pietro,Cabernet Sauvignon,13.50%,75cl,17.9
1671141627-5646,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/monferrato-doc-nero-san-pietro/p/1016943001,Monferrato DOC Nero San Pietro,2018,2022-2023,Italien,Piemont,Tenuta San Pietro,Cabernet Sauvignon,13.50%,75cl,17.9
1671141629-5648,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/minervois-la-liviniere-aop-les-planels-chateau-maris/p/1014380004,Minervois La Livinière AOP Les Planels Château Maris,2019,2022-2025,Frankreich,Languedoc-Roussillon,Syrah,null,14.50%,75cl,24.95
1671141632-5650,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/milleeottantatre-toscana-rosso-igt/p/1018647001,MilleEottantatre Toscana Rosso IGT,2015,2022-2024,Italien,Toskana,Usiglian del Vescovo,Petit Verdot,14.00%,75cl,82.5
1671141634-5651,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mestzaje-mustiguillo/p/1016771001,Mestízaje Mustiguillo,2018,2022-2023,Spanien,Valencia,Mustiguillo,Bobal,13.50%,75cl,15.5
1671141637-5653,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-veneto-fagiani-antonini/p/1011740010,Merlot Veneto Fagiani Antonini,2021,2023-2025,Italien,Venetien,Merlot,null,13.50%,75cl,4.2
1671141640-5655,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-unplugged-burgenland-hannes-reeh/p/1014412004,Merlot Unplugged Burgenland Hannes Reeh,2019,2020-2024,Österreich,Burgenland,Hannes Reeh,Merlot,14.50%,75cl,27.95
1671141642-5656,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-unplugged-burgenland-hannes-reeh/p/1014412003,Merlot Unplugged Burgenland Hannes Reeh,2018,2022-2025,Österreich,Burgenland,Hannes Reeh,Merlot,14.00%,75cl,27.95
1671141645-5658,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-ticino-doc-riserva-cantina-ciubiasco/p/1014874004,Merlot Ticino DOC Riserva Cantina Ciubiasco,2019,2022-2025,Schweiz,Tessin,Cantina Giubiasco,Merlot,13.00%,75cl,15.5
1671141648-5660,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-svizzera-igt-scudo-d-oro/p/1011840006,Merlot Svizzera IGT Scudo d'Oro,2019,2022-2023,Schweiz,Tessin,Cantina Sociale Mendrisio,Merlot,12.70%,75cl,8.95
1671141651-5662,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-quercus-goriska-brda-slowenien/p/1017708001,Merlot Quercus Goriska Brda Slowenien,2020,2022-2025,null,null,null,Merlot,13.50%,75cl,6.95
1671141653-5663,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/merlot-haus-hof-burgenland-hannes-reeh/p/1017496002,Merlot Haus & Hof Burgenland Hannes Reeh,2021,2024-2027,Österreich,Burgenland,null,Merlot,13.50%,75cl,11.95
1671141656-5665,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mercurey-1er-cru-aop-les-vasees-louis-max/p/3846195007,Mercurey 1er Cru AOP Les Vasées Louis max,2015,2018-2026,Frankreich,null,Louis Max,Pinot Noir,13.00%,75cl,27.5
1671141659-5667,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-vineyards-malbec-gran-reserva/p/1011244009,Mendoza Vineyards Malbec Gran Reserva,2017,2022-2023,Argentinien,Mendoza,Mendoza Vineyards,Malbec,14.00%,75cl,12
1671141662-5669,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-the-owl-the-dust-devil-icon-finca-decero/p/1016969001,Mendoza The Owl & The Dust Devil Icon Finca Decero,2017,2022-2032,Argentinien,Mendoza,Finca Decero,Cabernet Sauvignon,14.50%,75cl,27.9
1671141665-5670,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-petit-caro-bodegas-caro/p/1017202001,Mendoza Petit Caro Bodegas Caro,2017,2022-2024,Argentinien,Mendoza,Bodegas Caro,Cabernet Sauvignon,14.00%,75cl,23.5
1671141667-5672,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-malbec-terrazas-de-los-andes/p/1016873009,Mendoza Malbec Terrazas de los Andes,2019,2022-2027,Argentinien,Mendoza,null,Malbec,14.00%,75cl,18.5
1671141670-5674,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-malbec-reserva-septima-obra/p/1015882001,Mendoza Malbec Reserva Septima Obra,2018,2022-2025,Argentinien,Mendoza,Bodega Septima,Malbec,14.00%,75cl,16.5
1671141673-5675,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-malbec-catena-alta/p/1012583008,Mendoza Malbec Catena Alta,2018,2021-2024,Argentinien,Mendoza,null,Malbec,14.00%,75cl,45
1671141676-5677,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-malbec-adrianna-vineyard-fortuna-terrae-catena/p/1017850001,Mendoza Malbec Adrianna Vineyard Fortuna Terrae Catena,2018,2020-2028,Argentinien,Mendoza,null,Malbec,13.50%,75cl,89
1671141678-5679,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-argentina-gran-reserva-bodega-septima/p/1003332015,Mendoza Argentina Gran Reserva Bodega Septima,2019,2024-2025,Argentinien,Mendoza,Bodega Septima,Cabernet Sauvignon,14.50%,75cl,13.95
1671141681-5681,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mendoza-argentina-gran-reserva-bodega-septima/p/1003332014,Mendoza Argentina Gran Reserva Bodega Septima,2018,2023-2024,Argentinien,Mendoza,Bodega Septima,Cabernet Sauvignon,14.50%,75cl,13.95
1671141684-5682,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/medoc-aoc-trois-manoirs/p/6403455001,Médoc AOC Trois Manoirs,2011,2022-2025,Frankreich,null,null,"Cabernet Franc, 
                                Cabernet Sauvignon, 
                                Merlot",13.50%,75cl,14.95
1671141687-5684,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/medoc-aoc-cru-bourgeois-chateau-laffitte-laujac/p/1000474017,Médoc AOC Cru Bourgeois Château Laffitte Laujac,2019,2022-2023,Frankreich,null,Château Laffitte Laujac,Cabernet Franc,13.50%,75cl,10
1671141689-5686,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/medoc-aoc-chateau-moulin-de-noaillac/p/1012544008,Médoc AOC Château Moulin de Noaillac,2020,2024-2025,Frankreich,null,null,"Cabernet Sauvignon, 
                                Petit Verdot, 
                                Merlot",12.50%,75cl,9.95
1671141692-5688,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/medoc-aoc-chateau-laffitte-laujac/p/1000473017,Médoc AOC Château Laffitte Laujac,2020,2024-2025,Frankreich,null,Château Laffitte Laujac,Cabernet Sauvignon,13.00%,37.5cl,8.95
1671141695-5689,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/medoc-aoc-chateau-laffitte-laujac/p/1000473016,Médoc AOC Château Laffitte Laujac,2019,2023-2024,Frankreich,null,Château Laffitte Laujac,Cabernet Sauvignon,13.00%,37.5cl,8.95
1671141697-5691,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/medoc-ac-chateau-d-escurac/p/3885425012,Médoc AC Château d'Escurac 6x  75cl,2021,2025-2031,Frankreich,null,Château d'Escurac,Cabernet Sauvignon,13.00%,6x 75cl,75
1671141700-5692,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/max-s-shiraz-cabernet-south-australia-penfolds/p/1013845003,Max's Shiraz Cabernet South Australia Penfolds,2019,2022-2024,Australien,null,Penfolds,Syrah,14.50%,75cl,21.5
1671141702-5694,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/maronea-bolgheri-doc-superiore/p/1018676001,Maronea Bolgheri DOC Superiore,2019,2022-2023,Italien,Toskana,Fattoria Casa di Terra,Cabernet Sauvignon,14.50%,75cl,53.5
1671141705-5696,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/marken-doc-brecciarolo-rosso-piceno-superiore-velenosi-vini/p/1017994001,Marken DOC Brecciarolo Rosso Piceno Superiore Velenosi Vini,2018,2022-2025,Italien,Umbrien,Velenosi Vini,Montepulciano,13.50%,75cl,13.5
1671141707-5697,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/marken-doc-brecciarolo-gold-rosso-piceno-superiore-velenosi-vini/p/1018013001,Marken DOC Brecciarolo Gold Rosso Piceno Superiore Velenosi Vini,2019,2022-2025,Italien,Umbrien,Velenosi Vini,Montepulciano,14.00%,75cl,19.9
1671141710-5699,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/margaux-aoc-cantenac-2eme-cru-classe-chateau-brane/p/3172977011,Margaux AOC  Cantenac 2ème Cru Classé Château Brane,2017,2024-2046,Frankreich,null,Château Brane-Cantenac,Cabernet Sauvignon,13.50%,75cl,68.95
1671141712-5701,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/maremma-toscana-igt-terre-more/p/1011251009,Maremma Toscana IGT Terre More,2020,2022-2025,Italien,Toskana,Marchesi de' Frescobaldi,Cabernet Franc,14.00%,75cl,16.95
1671141715-5703,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/maremma-toscana-igt-eneo-montepeloso/p/1010003005,Maremma Toscana IGT Eneo Montepeloso,2012,2022-2024,Italien,Toskana,Montepeloso,Montepulciano,15.00%,75cl,43.5
1671141717-5704,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/maremma-toscana-igt-baioscuro-mustiaio/p/1009149007,Maremma Toscana IGT Baioscuro Mustiaio,2016,null,Italien,Toskana,null,"Sangiovese, 
                                Merlot",16.00%,75cl,19.5
1671141720-5706,rot,https://www.coop.ch/de/weine/wein-sortiment/raritaeten/maremma-toscana-doc-poggio-alle-nane-fattoria-le-mortelle/p/1017012001,Maremma Toscana DOC Poggio alle Nane Fattoria Le Mortelle,2019,2022-2028,Italien,Toskana,Marchesi Antinori,Cabernet Franc,13.00%,75cl,69
1671141724-5708,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/maremma-toscana-doc-botrosecco-le-mortelle/p/1015122005,Maremma Toscana DOC Botrosecco Le Mortelle,2020,2022-2025,Italien,Toskana,Marchesi Antinori,null,14.00%,75cl,21.5
1671141726-5710,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/maremma-toscana-doc-botrosecco-le-mortelle/p/1015122004,Maremma Toscana DOC Botrosecco Le Mortelle,2019,2020-2025,Italien,Toskana,Marchesi Antinori,Cabernet Franc,12.00%,75cl,21.5
1671141729-5711,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/manduria-doc-primitivo-ue-passula-vinosia/p/1018628001,Manduria DOC Primitivo Ué Pàssula Vinosia,2017,2022-2025,Italien,Apulien,Vinosia,Primitivo,14.50%,75cl,28.5
1671141732-5713,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/mallorca-do-crianza-binissalem-jose-l-ferrer/p/1004053013,Mallorca DO Crianza Binissalem José L. Ferrer,2018,2023-2026,Spanien,null,José L. Ferrer,Cabernet Sauvignon,14.50%,75cl,12.95
1671141781-5718,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-tempranillo-finca-gaeta-reserva-valencia-doc/p/1013053007,Naturaplan Bio Tempranillo Finca Gaeta Reserva Valencia DOC,2016,2022-2023,Spanien,Valencia,null,Tempranillo,14.50%,75cl,9.95
1671141784-5719,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-tempranillo-finca-gaeta-reserva-valencia-doc/p/1013053006,Naturaplan Bio Tempranillo Finca Gaeta Reserva Valencia DOC,2015,2021-2022,Spanien,Valencia,null,Tempranillo,14.50%,75cl,9.95
1671141787-5720,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-st-blaise-terre-rouge-vin-d-herault-igp/p/1000089016,Naturaplan Bio St-Blaise Terre Rouge Vin d'Hérault IGP,2019,2022-2025,Frankreich,Languedoc-Roussillon,Domaine Saint-Blaise,Grenache,13.50%,75cl,7.9
1671141789-5721,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-schaffhausen-aoc-hallauer-regent-graf-von-spiegelberg/p/1000094018,Naturaplan BIO Schaffhausen AOC Hallauer Regent Graf von Spiegelberg,2021,2024-2026,Schweiz,Ostschweiz,null,Regent,13.30%,75cl,13.95
1671141792-5722,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-rosso-toscana-igt-raphael-dal-bo/p/1015982002,Naturaplan Bio Rosso Toscana IGT Raphael Dal Bo,2021,2022-2025,Italien,Toskana,Raphael dal Bo,Cabernet Franc,14.00%,75cl,14.95
1671141795-5723,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-rioja-doca-reserva-seorio-de-arriezu/p/1009541011,Naturaplan Bio Rioja DOCa Reserva Señorio de Arriezu 6x  75cl,2015,2023-2024,Spanien,Rioja,Señorio de Arriezu,Grenache,14.00%,6x 75cl,57.3
1671141797-5724,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/naturaplan-bio-rioja-doca-crianza-seorio-de-arriezu/p/1006298011,Naturaplan Bio Rioja DOCa Crianza Señorio de Arriezu,2017,2023-2024,Spanien,Rioja,Señorio de Arriezu,Grenache,14.00%,75cl,12.95
