web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671139913-4797,rot,https://www.coop.ch/de/weine/wein-sortiment/raritaeten/chateau-palmer-margaux-ac-3eme-cru-classe/p/3173519015,Château Palmer Margaux AC 3ème Cru Classé,2016,2026-2038,Frankreich,null,Château Palmer,Cabernet Franc,0.00%,75cl,329
1671139917-4799,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-ormes-de-pez-st-estephe-aoc/p/3173446018,Château Ormes de Pez St-Estèphe AOC,2015,2022-2027,Frankreich,null,Château Ormes de Pez,Cabernet Sauvignon,14.00%,75cl,39.95
1671139921-4802,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-cuvee-la-cote-ronde-domaine-autard/p/5653006006,Châteauneuf-du-Pape Cuvée La Côte Ronde Domaine Autard,2016,2022-2028,Frankreich,null,null,"Grenache, 
                                Mourvèdre, 
                                Syrah",15.50%,75cl,45.95
1671139924-4804,rot,https://www.coop.ch/de/weine/mondovino-highlights/mailing-weine/chateauneuf-du-pape-aop-vieilles-vignes-domaine-cristia/p/5851436001,Châteauneuf-du-Pape AOP Vieilles Vignes Domaine Cristia,2015,2022-2030,Frankreich,null,Grenache,null,15.00%,75cl,79.95
1671139928-4806,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-val-de-dieu-chateau-de-vaudieu/p/5852413001,Châteauneuf-du-Pape AOP Val de Dieu Château de Vaudieu,2015,2022-2030,Frankreich,null,Château de Vaudieu,Grenache,15.00%,75cl,74.95
1671139931-4809,rot,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-reserve-font-michelle/p/5852259004,"Châteauneuf-du-Pape AOP Réserve, Font Michelle 6x  75cl",2021,2023-2028,Frankreich,null,Domaine Font de Michelle,Grenache,15.00%,6x 75cl,165
1671139934-4811,rot,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-part-des-anges-usseglio/p/5852251007,"Châteauneuf-du-Pape AOP Part des Anges, Usseglio 6x  75cl",2021,2026-2033,Frankreich,null,Domaine Raymond Usseglio & Fils,Grenache,15.00%,6x 75cl,299.7
1671139938-4813,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-le-puy-rolland-vieilles-vignes-font-loup/p/6043394002,"Châteauneuf-du-Pape AOP le Puy Rolland Vieilles Vignes, Font Loup",2015,2022-2035,Frankreich,null,Château de la Font du Loup,Grenache,14.00%,75cl,42.5
1671139942-4816,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-l-avenue-chateau-de-vaudieu/p/5852417001,Châteauneuf-du-Pape AOP L'Avenue Château de Vaudieu,2015,2022-2035,Frankreich,null,Château de Vaudieu,Grenache,15.00%,75cl,94.95
1671139947-4818,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-hommage-jacques-perrin-chateau-de-beaucastel/p/1000130002,Châteauneuf-du-Pape AOP Hommage Jacques Perrin Château de Beaucastel,2017,2024-2046,Frankreich,Côtes du Rhône,Famille Perrin,Grenache,15.00%,75cl,375
1671139951-4820,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-hommage-jacques-perrin-chateau-de-beaucastel/p/7099331001,Châteauneuf-du-Pape AOP Hommage Jacques Perrin Château de Beaucastel,2020,2024-2040,Frankreich,Côtes du Rhône,Famille Perrin,Grenache,15.00%,75cl,325
1671139953-4822,rot,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-cuvee-imperiale-usseglio/p/6043391006,"Châteauneuf-du-Pape AOP Cuvée Imperiale, Usseglio 6x  75cl",2021,2025-2033,Frankreich,null,Domaine Raymond Usseglio & Fils,Grenache,15.00%,6x 75cl,359.7
1671139956-4824,rot,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-cuvee-elegance-de-jeanne-font-michelle/p/6043203004,"Châteauneuf-du-Pape AOP Cuvée Elegance de Jeanne, Font Michelle 6x  75cl",2021,2024-2034,Frankreich,null,Domaine Font de Michelle,Grenache,15.00%,6x 75cl,315
1671139960-4827,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-cornelia-constanza-domaine-de-la-solitude/p/5852316002,Châteauneuf-du-Pape AOP Cornelia Constanza Domaine de la Solitude,2016,2022-2030,Frankreich,null,Grenache,null,14.00%,75cl,57.5
1671139964-4829,rot,https://www.coop.ch/de/weine/wein-sortiment/raritaeten/chateauneuf-du-pape-aop-cornelia-constanza-domaine-de-la-solitude/p/5852316001,Châteauneuf-du-Pape AOP Cornelia Constanza Domaine de la Solitude,2015,2022-2030,Frankreich,null,Grenache,null,14.00%,75cl,64.95
1671139967-4831,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aop-chaupin-janasse/p/5852411004,"Châteauneuf-du-Pape AOP Chaupin, Janasse",2017,2022-2037,Frankreich,null,Domaine de la Janasse,Grenache,14.50%,75cl,79.95
1671139970-4833,rot,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-chante-le-merle-bosquet-papes/p/5851880008,"Châteauneuf-du-Pape AOP Chante le Merle, Bosquet Papes 6x  75cl",2021,2025-2033,Frankreich,null,Domaine Bosquet des Papes,Grenache,15.00%,6x 75cl,285
1671139973-4835,rot,https://www.coop.ch/de/subskriptionen-rhone/chateauneuf-du-pape-aop-sixtine/p/6042136006,"Châteauneuf-du-Pape AOP, Sixtine 6x  75cl",2021,2025-2031,Frankreich,null,Château Sixtine,Grenache,15.00%,6x 75cl,179.7
1671139976-4837,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-val-de-dieu-chateau-de-vaudieu/p/1010557002,Châteauneuf-du-Pape AOC Val de Dieu Château de Vaudieu,2011,2023-2028,Frankreich,Côtes du Rhône,Château de Vaudieu,Grenache,15.00%,75cl,69.95
1671139980-4840,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-part-des-anges-domaine-raymond-usseglio-fils/p/1012395001,Châteauneuf-du-Pape AOC Part des Anges Domaine Raymond Usseglio & Fils,2012,2022-2025,Frankreich,Côtes du Rhône,Domaine Raymond Usseglio & Fils,Grenache,14.50%,75cl,59
1671139984-4842,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-le-plateau-chateau-mont-redon/p/1018393001,Châteauneuf-du-Pape AOC Le Plateau Château Mont-Redon,2016,2022-2030,Frankreich,null,Château Mont-Redon,Grenache,15.00%,75cl,135
1671139988-4845,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-la-petite-crau-chateau-saint-andre/p/1004073015,Châteauneuf-du-Pape AOC La Petite Crau Château Saint-André,2020,2023-2026,Frankreich,Côtes du Rhône,Château Saint-André,Grenache,14.50%,75cl,29.95
1671139992-4847,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-la-celestiere/p/1012717001,Châteauneuf-du-Pape AOC La Célestière,2010,2022-2025,Frankreich,null,null,"Grenache, 
                                Mourvèdre",15.00%,75cl,59
1671139996-4850,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chateau-saint-andre/p/1000251018,Châteauneuf-du-Pape AOC Château Saint-André,2021,2023-2026,Frankreich,Côtes du Rhône,Coop,Grenache,14.00%,75cl,14.7
1671140000-4852,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chateau-mont-redon/p/1001663016,Châteauneuf-du-Pape AOC Château Mont-Redon,2018,2023-2029,Frankreich,Côtes du Rhône,Château Mont-Redon,Grenache,14.50%,75cl,42.5
1671140004-4854,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chateau-la-nerthe/p/1000252017,Châteauneuf-du-Pape AOC Château La Nerthe,2018,2022-2026,Frankreich,null,Château La Nerthe,Grenache,14.00%,75cl,47.95
1671140008-4857,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chateau-la-nerthe/p/1013446008,Châteauneuf-du-Pape AOC Château La Nerthe,2019,2023-2024,Frankreich,null,Château La Nerthe,Grenache,14.80%,150cl,99.95
1671140012-4859,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chateau-la-nerthe/p/1000252018,Châteauneuf-du-Pape AOC Château La Nerthe,2019,2020-2022,Frankreich,null,Château La Nerthe,Grenache,14.00%,75cl,47.95
1671140015-4861,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chateau-de-vaudieu/p/5852412003,Châteauneuf-du-Pape AOC Château de Vaudieu,2018,2022-2025,Frankreich,null,Château de Vaudieu,Grenache,14.00%,75cl,35.5
1671140019-4864,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateauneuf-du-pape-aoc-chante-le-merle-domaine-bosquet-des-papes/p/5851880001,Châteauneuf-du-Pape AOC Chante Le Merle Domaine Bosquet des Papes,2015,2022-2024,Frankreich,null,Domaine Bosquet des Papes,Grenache,13.00%,75cl,68
1671140022-4866,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-nenin-pomerol-aoc/p/3950714003,Château Nénin Pomerol AOC,2016,2022-2029,Frankreich,null,Château Nénin,Cabernet Franc,14.50%,75cl,89.95
1671140077-4878,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/colchagua-valley-carmenere-los-vascos/p/1015472002,Colchagua Valley Carmenère Los Vascos,2019,2022-2024,Chile,null,"Viña Los Vascos, Peralillo",Carmenère,14.50%,75cl,17.5
1671140079-4879,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/clos-des-jacobins-saint-emilion-aoc/p/3654283007,Clos des Jacobins Saint-Emilion AOC,2016,2022-2031,Frankreich,null,null,"Cabernet Franc, 
                                Merlot",14.00%,75cl,43.95
1671140082-4880,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/clos-des-jacobins-saint-emilion-aoc/p/3654283010,Clos des Jacobins Saint-Emilion AOC,2019,2022-2029,Frankreich,null,null,"Cabernet Franc, 
                                Merlot",14.50%,75cl,39.95
1671140085-4881,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/clos-chatelet-pauillac-aop/p/1016383002,Clos Châtelet Pauillac AOP,2019,2022-2028,Frankreich,null,null,"Cabernet Sauvignon, 
                                Petit Verdot, 
                                Merlot",13.50%,75cl,19.95
1671140087-4882,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/cinque-autoctoni-vdt-fantini-farnese/p/6036287,Cinque Autoctoni VdT Fantini Farnese,null,2022-2025,Italien,Abruzzen,Malvasia,null,15.00%,75cl,28.5
1671140090-4883,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chivite-navarra-coleccion-125/p/1009442010,Chivite Navarra Coleccion 125,2015,2022-2024,Spanien,Navarra,Bodegas Chivite,Tempranillo,14.00%,75cl,20.05
1671140093-4884,rot,https://www.coop.ch/de/weine/wein-sortiment/chianti-rufina-riserva-docg-nipozzano-frescobaldi/p/6784804,Chianti Rufina Riserva DOCG Nipozzano Frescobaldi,null,Italien,Toskana,null,null,Sangiovese,13.50%,150cl,39.95
1671140096-4885,rot,https://www.coop.ch/de/weine/wein-sortiment/chianti-rufina-riserva-docg-nipozzano-frescobaldi/p/6784038,Chianti Rufina Riserva DOCG Nipozzano Frescobaldi,null,Italien,Toskana,null,null,Sangiovese,13.50%,150cl,47
1671140099-4886,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-riserva-docg-orlano/p/1016067001,Chianti Riserva DOCG Orlano,2018,2022-2028,Italien,Toskana,null,"Sangiovese, 
                                Canaiolo",12.50%,75cl,11.5
1671140103-4887,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-docg-selezione-donatello/p/1000271016,Chianti DOCG Selezione Donatello,2019,2022-2023,Italien,Toskana,null,"Sangiovese, 
                                Canaiolo",12.50%,75cl,4.95
1671140108-4889,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-docg-selezione-donatello/p/1000271017,Chianti DOCG Selezione Donatello,2020,2023-2024,Italien,Toskana,null,"Sangiovese, 
                                Canaiolo",12.50%,75cl,4.95
1671140111-4891,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-docg-rufina-riserva-frescobaldi-castello-di-nipozzano/p/1000272018,Chianti DOCG Rufina Riserva Frescobaldi Castello di Nipozzano,2019,2023-2027,Italien,Toskana,Marchesi de' Frescobaldi,Sangiovese,13.50%,75cl,11.95
1671140115-4894,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-docg-borgovecchio/p/1000258017,Chianti DOCG Borgovecchio,2019,2022-2026,Italien,Toskana,Borgovecchio,Sangiovese,12.50%,200cl,15.95
1671140119-4896,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-colli-senesi-docg-fattoria-casabianca/p/1000270017,Chianti Colli Senesi DOCG Fattoria Casabianca,2020,2022-2030,Italien,Toskana,null,"Sangiovese, 
                                Merlot",13.00%,50cl,3.6
1671140123-4899,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-villa-franchi-triacca/p/1000267016,Chianti Classico DOCG Villa Franchi Triacca,2018,2022-2025,Italien,Toskana,Fratelli Triacca,Sangiovese,13.50%,75cl,8.95
1671140128-4902,rot,https://www.coop.ch/de/weine/wein-sortiment/chianti-classico-docg-sangiovese-riserva-villa-antinori-2x75cl/p/6783996,Chianti Classico DOCG Sangiovese Riserva Villa Antinori 2x75cl,null,null,Italien,Toskana,null,Sangiovese,14.00%,150cl,39.95
1671140132-4904,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-villa-antinori/p/1014867005,Chianti Classico DOCG Riserva Villa Antinori,2019,2022-2028,Italien,Toskana,Marchesi Antinori,Sangiovese,14.00%,75cl,22.5
1671140135-4906,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-ser-lapo-castello-di-fonterutoli/p/1000261017,Chianti Classico DOCG Riserva Ser Lapo Castello di Fonterutoli,2019,2022-2025,Italien,Toskana,Marchesi Mazzei,Sangiovese,13.00%,75cl,24.95
1671140138-4909,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-rocca-guicciarda/p/1000263018,Chianti Classico DOCG Riserva Rocca Guicciarda,2019,2023-2026,Italien,Toskana,Barone Ricasoli,Sangiovese,13.50%,75cl,18.5
1671140141-4911,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-marchese-antinori-tenuta-tignanello/p/1015186004,Chianti Classico DOCG Riserva Marchese Antinori Tenuta Tignanello,2019,2022-2033,Italien,Toskana,Marchesi Antinori,Cabernet Sauvignon,14.00%,75cl,35.5
1671140145-4913,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-la-madonnina-triacca/p/1000264017,Chianti Classico DOCG Riserva La Madonnina Triacca,2018,2023-2026,Italien,Toskana,Fratelli Triacca,Sangiovese,13.50%,37.5cl,8.95
1671140148-4915,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-la-madonnina/p/1000265017,Chianti Classico DOCG Riserva La Madonnina,2018,2023-2028,Italien,Toskana,Fratelli Triacca,Cabernet Sauvignon,13.50%,75cl,14.5
1671140152-4918,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-riserva-ducale-ruffino/p/1001875015,Chianti Classico DOCG Riserva Ducale Ruffino,2018,2023-2028,Italien,Toskana,Ruffino,Cabernet Sauvignon,13.50%,75cl,19.95
1671140156-4920,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-gran-selezione-badia-a-passignano/p/1015123005,Chianti Classico DOCG Gran Selezione Badia a Passignano,2019,2022-2028,Italien,Toskana,Marchesi Antinori,Sangiovese,14.00%,75cl,44.95
1671140160-4922,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-gran-selezione-badia-a-passignano/p/1015123004,Chianti Classico DOCG Gran Selezione Badia a Passignano,2018,2022-2026,Italien,Toskana,Marchesi Antinori,Sangiovese,13.00%,75cl,44.95
1671140164-4925,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chianti-classico-docg-fonterutoli/p/1013211005,Chianti Classico DOCG Fonterutoli,2018,Italien,Toskana,null,null,"Sangiovese, 
                                Merlot",13.50%,75cl,23.5
1671140168-4927,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/cheval-des-andes-mendoza/p/7095880001,Cheval des Andes Mendoza,2019,2024-2034,Argentinien,Mendoza,null,"Cabernet Sauvignon, 
                                Malbec",14.50%,75cl,82.9
1671140172-4930,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chenas-aoc-g-duboeuf/p/1000254014,Chénas AOC G. Duboeuf,2020,2023-2024,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.00%,75cl,11.95
1671140176-4932,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chenas-aoc-g-duboeuf/p/1000254012,Chénas AOC G. Duboeuf,2018,2022-2025,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.00%,75cl,11.95
1671140180-4934,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chenas-aoc-g-duboeuf/p/1000254013,Chénas AOC G. Duboeuf,2019,2022-2023,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.00%,75cl,11.95
1671140184-4937,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateuneuf-du-pape-aoc-la-destinee-de-clemens-v-bernard-magrez/p/1014425001,Châteuneuf-du-Pape AOC La Destinée de Clemens V Bernard Magrez,2016,2022-2025,Frankreich,null,"Grenache, 
                                Mourvèdre, 
                                Syrah",null,15.00%,75cl,39.95
1671140188-4939,rot,https://www.coop.ch/de/weine/subskriptionen/selektion-bordeaux/chateau-troplong-mondot-saint-emilion-ac-1er-grand-cru-classe-b/p/3381694007,Château Troplong Mondot  Saint-Emilion AC 1er Grand Cru Classé B 6x  75cl,2021,2029-2041,Frankreich,null,Château Troplong Mondot,Cabernet Franc,13.50%,6x 75cl,576
1671140191-4941,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-tour-des-termes-saint-estephe-ac/p/6164524002,Château Tour des Termes Saint-Estèphe AC,2018,2022-2027,Frankreich,null,Château Tour des Termes,Cabernet Franc,14.00%,75cl,29.95
1671140196-4944,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-tour-des-termes-saint-estephe-ac/p/6164524001,Château Tour des Termes Saint-Estèphe AC,2017,2022-2028,Frankreich,null,Château Tour des Termes,Cabernet Franc,14.00%,75cl,27.5
1671140199-4946,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-taillefer-pomerol-aoc/p/3396601005,Château Taillefer Pomerol AOC,2017,2023-2029,Frankreich,null,Château Taillefer,null,13.00%,75cl,36.95
1671140202-4948,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-taillefer-pomerol-aoc/p/3396601004,Château Taillefer Pomerol AOC,2016,2022-2028,Frankreich,null,Château Taillefer,Cabernet Franc,13.00%,75cl,34.95
1671140206-4950,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-taillefer-pomerol-ac/p/3396601009,Château Taillefer Pomerol AC 6x  75cl,2021,2024-2031,Frankreich,null,Château Taillefer,Cabernet Franc,13.50%,6x 75cl,155.7
1671140210-4953,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-taillefer-pomerol-ac/p/3396601006,Château Taillefer Pomerol AC,2018,2022-2028,Frankreich,null,Château Taillefer,Cabernet Franc,14.50%,75cl,37.5
1671140214-4955,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-suau-cadillac-cotes-de-bordeaux/p/5985401002,Château Suau Cadillac - Côtes de Bordeaux,2018,2022-2028,Frankreich,null,Château Suau Cadillac,Cabernet Franc,14.50%,75cl,17.5
1671140217-4958,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-sociando-mallet-haut-medoc-aoc/p/3173456021,Château Sociando-Mallet Haut-Médoc AOC,2017,2022-2027,Frankreich,null,null,null,13.50%,75cl,45.95
1671140221-4960,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-sociando-mallet-haut-medoc-aoc/p/3173456023,Château Sociando-Mallet Haut-Médoc AOC,2019,2024-2039,Frankreich,null,null,"Cabernet Franc, 
                                Cabernet Sauvignon, 
                                Merlot",13.50%,75cl,49.95
1671140224-4962,rot,https://www.coop.ch/de/weine/subskriptionen/selektion-bordeaux/chateau-smith-haut-lafitte-pessac-leognan-ac-cru-classe/p/3953330012,Château Smith Haut Lafitte Pessac-Léognan AC Cru Classé 6x  75cl,2021,2030-2041,Frankreich,null,Château Smith Haut Lafitte,Cabernet Franc,13.50%,6x 75cl,720
1671140228-4964,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-smith-haut-lafitte-pessac-leognan-ac-cru-classe/p/3953330006,Château Smith Haut Lafitte Pessac-Léognan AC Cru Classé,2015,2022-2048,Frankreich,null,Château Smith Haut Lafitte,Cabernet Franc,14.50%,75cl,119
1671140230-4966,rot,https://www.coop.ch/de/weine/subskriptionen/selektion-bordeaux/chateau-saint-pierre-saint-julien-ac-4eme-cru-classe/p/3703182012,Château Saint-Pierre Saint-Julien AC 4ème Cru Classé 6x  75cl,2021,2026-2035,Frankreich,null,Château Saint Pierre,Cabernet Franc,13.00%,6x 75cl,315
1671140234-4969,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-saint-pierre-saint-julien-4eme-cru-classe-aoc/p/3703182006,Château Saint-Pierre Saint-Julien 4ème Cru Classé AOC,2015,2025-2045,Frankreich,null,Château Saint Pierre,Cabernet Franc,14.00%,75cl,74.95
1671140238-4971,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-saint-paul-cru-bourgeois-haut-medoc-aoc/p/1004011013,Château Saint-Paul Cru Bourgeois Haut-Médoc AOC,2018,2022-2026,Frankreich,null,Château Saint-Paul,Cabernet Franc,13.00%,75cl,17.95
1671140242-4973,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-saint-paul-cru-bourgeois-haut-medoc-aoc/p/1004011014,Château Saint-Paul Cru Bourgeois Haut-Médoc AOC,2019,2023-2027,Frankreich,null,Château Saint-Paul,Cabernet Franc,13.00%,75cl,17.95
1671140244-4975,rot,https://www.coop.ch/de/weine/subskriptionen/selektion-bordeaux/chateau-rouget-pomerol-aoc/p/3402306016,Château Rouget Pomerol AOC 6x  75cl,2021,2024-2034,Frankreich,null,Château Rouget,Cabernet Franc,13.50%,6x 75cl,252
1671140249-4978,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rouget-pomerol-aoc/p/3402306013,Château Rouget Pomerol AOC,2018,2022-2033,Frankreich,null,Château Rouget,Cabernet Franc,14.50%,75cl,67.5
1671140253-4980,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rouget-pomerol-aoc/p/3402306011,Château Rouget Pomerol AOC,2016,2022-2030,Frankreich,null,Château Rouget,Cabernet Franc,14.00%,75cl,67.5
1671140258-4982,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-roquetaillade-la-grange-graves-ac/p/5615633003,Château Roquetaillade La Grange Graves AC,2016,2022-2026,Frankreich,null,null,"Cabernet Sauvignon, 
                                Merlot",14.50%,75cl,18.95
1671140262-4985,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-roquetaillade-la-grange-graves-ac/p/5615633004,Château Roquetaillade La Grange Graves AC,2017,2022-2027,Frankreich,null,null,"Cabernet Sauvignon, 
                                Merlot",14.50%,75cl,19.95
1671140266-4987,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rol-valentin-saint-emilion-aoc-grand-cru/p/4038268006,Château Rol Valentin Saint-Emilion AOC Grand Cru,2016,2022-2036,Frankreich,null,Château Rol-Valentin,Cabernet Franc,14.00%,75cl,46.95
1671140270-4989,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rollan-de-by-cru-bourgeois-medoc-aoc/p/4034638010,Château Rollan de By Cru Bourgeois Médoc AOC,2017,2022-2030,Frankreich,null,Château Rollan de By,null,14.00%,75cl,22.95
1671140274-4991,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-reysson-haut-medoc-aoc-cru-bourgeois/p/1014652005,Château Reysson Haut Médoc AOC Cru Bourgeois,2018,2024-2029,Frankreich,null,null,"Cabernet Franc, 
                                Merlot",13.50%,75cl,17.95
1671140277-4993,rot,https://www.coop.ch/de/weine/subskriptionen/selektion-bordeaux/chateau-rauzan-segla-margaux-ac-2eme-cru-classe/p/3174662015,Château Rauzan-Ségla Margaux AC 2ème Cru Classé 6x  75cl,2021,2030-2041,Frankreich,null,Château Rauzan-Ségla,Cabernet Franc,13.50%,6x 75cl,474
1671140281-4994,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rauzan-segla-margaux-ac-2eme-cru-classe/p/3174662011,Château Rauzan-Ségla Margaux AC 2ème Cru Classé,2017,2022-2045,Frankreich,null,Château Rauzan-Ségla,Cabernet Franc,14.50%,75cl,79.95
1671140285-4995,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rauzan-segla-margaux-ac-2eme-cru-classe/p/3174662003,Château Rauzan-Ségla Margaux AC 2ème Cru Classé,2006,2022-2027,Frankreich,null,Château Rauzan-Ségla,Cabernet Franc,13.00%,75cl,115
1671140288-4996,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-rauzan-segla-2eme-cru-classe-margaux-aoc/p/3174662008,Château Rauzan-Ségla 2ème Cru Classé Margaux AOC,2014,2022-2027,Frankreich,null,Château Rauzan-Ségla,Cabernet Franc,14.00%,75cl,84.95
1671140293-4997,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/chateau-poujeaux-moulis-en-medoc-aoc/p/3173430023,Château Poujeaux Moulis-en-Médoc AOC,2016,2022-2031,Frankreich,null,Château Poujeaux,Cabernet Franc,13.50%,75cl,44.95
1671140349-5008,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/dao-doc-tinto-reserva-quinta-cabriz/p/1016941001,Dão DOC Tinto Reserva Quinta Cabriz,2016,2022-2023,Portugal,null,Quinta de Cabriz,Touriga Nacional,13.50%,75cl,16.8
1671140352-5010,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/dao-doc-tinto-quinta-cabriz/p/1016949001,Dão DOC Tinto Quinta Cabriz,2017,2022-2023,Portugal,null,Quinta de Cabriz,Touriga Nacional,13.00%,75cl,11.9
1671140355-5012,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/dao-doc-escolha-quinta-cabriz/p/1016953001,Dão DOC Escolha Quinta Cabriz,2016,2022-2023,Portugal,null,Quinta de Cabriz,Touriga Nacional,13.00%,75cl,11.9
