typ,wein_name,land,region,produzent,rebsorte,alkohol,inhalt_cl,anzahl_fl,jahrgang,prime_start,prime_end,preis_chf,preis_cl
rot,Chianti Classico DOCG Riserva La Madonnina,Italien,Toskana,Fratelli Triacca,Cabernet Sauvignon,13.5,75.0,1,2018,2023,2028,14.5,0.19
rot,Chianti Classico DOCG Riserva Ducale Ruffino,Italien,Toskana,Ruffino,Cabernet Sauvignon,13.5,75.0,1,2018,2023,2028,19.95,0.27
rot,Chianti Classico DOCG Gran Selezione Badia a Passignano,Italien,Toskana,Marchesi Antinori,Sangiovese,14.0,75.0,1,2019,2022,2028,44.95,0.6
rot,Chianti Classico DOCG Gran Selezione Badia a Passignano,Italien,Toskana,Marchesi Antinori,Sangiovese,13.0,75.0,1,2018,2022,2026,44.95,0.6
rot,Chianti Classico DOCG Fonterutoli,Toskana,,,"Sangiovese, 
                                Merlot",13.5,75.0,1,2018,,,23.5,0.31
rot,Cheval des Andes Mendoza,Argentinien,Mendoza,,"Cabernet Sauvignon, 
                                Malbec",14.5,75.0,1,2019,2024,2034,82.9,1.11
rot,Chénas AOC G. Duboeuf,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.0,75.0,1,2020,2023,2024,11.95,0.16
rot,Chénas AOC G. Duboeuf,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.0,75.0,1,2018,2022,2025,11.95,0.16
rot,Chénas AOC G. Duboeuf,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.0,75.0,1,2019,2022,2023,11.95,0.16
rot,Châteuneuf-du-Pape AOC La Destinée de Clemens V Bernard Magrez,Frankreich,,"Grenache, 
                                Mourvèdre, 
                                Syrah",,15.0,75.0,1,2016,2022,2025,39.95,0.53
rot,Château Troplong Mondot  Saint-Emilion AC 1er Grand Cru Classé B 6x  75cl,Frankreich,,Château Troplong Mondot,Cabernet Franc,13.5,75.0,6,2021,2029,2041,576.0,1.28
rot,Château Tour des Termes Saint-Estèphe AC,Frankreich,,Château Tour des Termes,Cabernet Franc,14.0,75.0,1,2018,2022,2027,29.95,0.4
rot,Château Tour des Termes Saint-Estèphe AC,Frankreich,,Château Tour des Termes,Cabernet Franc,14.0,75.0,1,2017,2022,2028,27.5,0.37
rot,Château Taillefer Pomerol AOC,Frankreich,,Château Taillefer,,13.0,75.0,1,2017,2023,2029,36.95,0.49
rot,Château Taillefer Pomerol AOC,Frankreich,,Château Taillefer,Cabernet Franc,13.0,75.0,1,2016,2022,2028,34.95,0.47
rot,Château Taillefer Pomerol AC 6x  75cl,Frankreich,,Château Taillefer,Cabernet Franc,13.5,75.0,6,2021,2024,2031,155.7,0.35
rot,Château Taillefer Pomerol AC,Frankreich,,Château Taillefer,Cabernet Franc,14.5,75.0,1,2018,2022,2028,37.5,0.5
rot,Château Suau Cadillac - Côtes de Bordeaux,Frankreich,,Château Suau Cadillac,Cabernet Franc,14.5,75.0,1,2018,2022,2028,17.5,0.23
rot,Château Sociando-Mallet Haut-Médoc AOC,Frankreich,,,,13.5,75.0,1,2017,2022,2027,45.95,0.61
rot,Château Sociando-Mallet Haut-Médoc AOC,Frankreich,,,"Cabernet Franc, 
                                Cabernet Sauvignon, 
                                Merlot",13.5,75.0,1,2019,2024,2039,49.95,0.67
rot,Château Smith Haut Lafitte Pessac-Léognan AC Cru Classé 6x  75cl,Frankreich,,Château Smith Haut Lafitte,Cabernet Franc,13.5,75.0,6,2021,2030,2041,720.0,1.6
rot,Château Smith Haut Lafitte Pessac-Léognan AC Cru Classé,Frankreich,,Château Smith Haut Lafitte,Cabernet Franc,14.5,75.0,1,2015,2022,2048,119.0,1.59
rot,Château Saint-Pierre Saint-Julien AC 4ème Cru Classé 6x  75cl,Frankreich,,Château Saint Pierre,Cabernet Franc,13.0,75.0,6,2021,2026,2035,315.0,0.7
rot,Château Saint-Pierre Saint-Julien 4ème Cru Classé AOC,Frankreich,,Château Saint Pierre,Cabernet Franc,14.0,75.0,1,2015,2025,2045,74.95,1.0
rot,Château Saint-Paul Cru Bourgeois Haut-Médoc AOC,Frankreich,,Château Saint-Paul,Cabernet Franc,13.0,75.0,1,2018,2022,2026,17.95,0.24
rot,Château Saint-Paul Cru Bourgeois Haut-Médoc AOC,Frankreich,,Château Saint-Paul,Cabernet Franc,13.0,75.0,1,2019,2023,2027,17.95,0.24
rot,Château Rouget Pomerol AOC 6x  75cl,Frankreich,,Château Rouget,Cabernet Franc,13.5,75.0,6,2021,2024,2034,252.0,0.56
rot,Château Rouget Pomerol AOC,Frankreich,,Château Rouget,Cabernet Franc,14.5,75.0,1,2018,2022,2033,67.5,0.9
rot,Château Rouget Pomerol AOC,Frankreich,,Château Rouget,Cabernet Franc,14.0,75.0,1,2016,2022,2030,67.5,0.9
rot,Château Roquetaillade La Grange Graves AC,Frankreich,,,"Cabernet Sauvignon, 
                                Merlot",14.5,75.0,1,2016,2022,2026,18.95,0.25
rot,Château Roquetaillade La Grange Graves AC,Frankreich,,,"Cabernet Sauvignon, 
                                Merlot",14.5,75.0,1,2017,2022,2027,19.95,0.27
rot,Château Rol Valentin Saint-Emilion AOC Grand Cru,Frankreich,,Château Rol-Valentin,Cabernet Franc,14.0,75.0,1,2016,2022,2036,46.95,0.63
rot,Château Rollan de By Cru Bourgeois Médoc AOC,Frankreich,,Château Rollan de By,,14.0,75.0,1,2017,2022,2030,22.95,0.31
rot,Château Reysson Haut Médoc AOC Cru Bourgeois,Frankreich,,,"Cabernet Franc, 
                                Merlot",13.5,75.0,1,2018,2024,2029,17.95,0.24
rot,Château Rauzan-Ségla Margaux AC 2ème Cru Classé 6x  75cl,Frankreich,,Château Rauzan-Ségla,Cabernet Franc,13.5,75.0,6,2021,2030,2041,474.0,1.05
rot,Château Rauzan-Ségla Margaux AC 2ème Cru Classé,Frankreich,,Château Rauzan-Ségla,Cabernet Franc,14.5,75.0,1,2017,2022,2045,79.95,1.07
rot,Château Rauzan-Ségla Margaux AC 2ème Cru Classé,Frankreich,,Château Rauzan-Ségla,Cabernet Franc,13.0,75.0,1,2006,2022,2027,115.0,1.53
rot,Château Rauzan-Ségla 2ème Cru Classé Margaux AOC,Frankreich,,Château Rauzan-Ségla,Cabernet Franc,14.0,75.0,1,2014,2022,2027,84.95,1.13
rot,Château Poujeaux Moulis-en-Médoc AOC,Frankreich,,Château Poujeaux,Cabernet Franc,13.5,75.0,1,2016,2022,2031,44.95,0.6
rot,Dão DOC Tinto Reserva Quinta Cabriz,Portugal,,Quinta de Cabriz,Touriga Nacional,13.5,75.0,1,2016,2022,2023,16.8,0.22
rot,Dão DOC Tinto Quinta Cabriz,Portugal,,Quinta de Cabriz,Touriga Nacional,13.0,75.0,1,2017,2022,2023,11.9,0.16
rot,Dão DOC Escolha Quinta Cabriz,Portugal,,Quinta de Cabriz,Touriga Nacional,13.0,75.0,1,2016,2022,2023,11.9,0.16
rot,d'Alba DOC Dolcetto,Italien,Piemont,Baldi,Dolcetto,13.5,75.0,1,2020,2022,2023,14.5,0.19
rot,Cuvée X Unplugged Burgenland Hannes Reeh,Österreich,Burgenland,Hannes Reeh,Cabernet Franc,15.0,75.0,1,2016,2022,2025,54.0,0.72
rot,Cuvée X Unplugged Burgenland Hannes Reeh,Österreich,Burgenland,Hannes Reeh,Cabernet Franc,14.5,75.0,1,2015,2022,2025,54.0,0.72
rot,Cuvée Rouge l'Hospitalet G. Bertrand Pays d'Oc IGP,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Cabernet Sauvignon,14.0,150.0,1,2019,2023,2035,29.95,0.2
rot,Cuvée Rouge l'Hospitalet G. Bertrand Pays d'Oc IGP,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Syrah,13.5,75.0,1,2020,2021,2025,13.95,0.19
rot,Crozes-Hermitage AOC Les Moniers M. Chapoutier,Frankreich,Côtes du Rhône,M. Chapoutier,Syrah,13.0,75.0,1,2019,2022,2027,19.95,0.27
rot,Crozes-Hermitage AOC E.Guigal,Frankreich,,Maison Guigal,Syrah,13.0,75.0,1,2019,2023,2025,24.95,0.33
rot,Crljenak Dalmacija Zlatan Otok,,,Zinfandel,,15.0,75.0,1,2016,2022,2025,27.5,0.37
rot,Craggy Range Aroha Pinot Noir Te Muna Road Vineyard Martinborough,Neuseeland,Pinot Noir,Antonio Galloni: 95,,13.3,75.0,1,2020,2024,2034,74.95,1.0
rot,Cottinelli Malanser Pinot Noir AOC,Schweiz,Ostschweiz,Weinbau Cottinelli,Pinot Noir,13.5,75.0,1,2021,2023,2026,19.95,0.27
rot,Côtes du Ventoux AOC Terres de Truffes,Frankreich,Côtes du Rhône,Cave Terra Ventoux,Grenache,14.0,75.0,1,2019,2022,2025,11.95,0.16
rot,Côtes du Roussillon Domaine Cazes Le Credo,Frankreich,Languedoc-Roussillon,Domaine Cazes,Grenache,14.5,75.0,1,2015,2022,2026,22.75,0.3
rot,Côtes du Rhône Séguret AOC Edition Peter Keller Domaine La Garancière Clos Joncuas,Frankreich,Côtes du Rhône,-,Grenache,14.0,75.0,1,2015,2022,2024,23.95,0.32
rot,Côtes du Rhône Prestige Cellier des Dauphins,Frankreich,Côtes du Rhône,,"Grenache, 
                                Mourvèdre, 
                                Syrah",13.5,75.0,1,2019,2020,2024,4.15,0.06
rot,Côtes du Rhône Croix d'Amont AC,Frankreich,Côtes du Rhône,,Grenache,13.5,100.0,1,,,,4.75,0.05
rot,Côtes du Rhône Châteauneuf-du-Pape Amiral G. Château de Vaudieu,Frankreich,Côtes du Rhône,Château de Vaudieu,Grenache,15.0,75.0,1,2015,2019,2027,95.0,1.27
rot,Côtes du Rhône AOP Syrah Crozes-Hermitage Les Palais Clairmont,Frankreich,Côtes du Rhône,Syrah,,13.0,75.0,1,2021,2022,2026,16.95,0.23
rot,Côtes-du-Rhône AOP Château Saint-André,Frankreich,Côtes du Rhône,"Grenache, 
                                Syrah",,13.5,75.0,1,2020,2022,2025,8.95,0.12
rot,Côtes du Rhône AOP Belleruche M. Chapoutier,Frankreich,Côtes du Rhône,M. Chapoutier,Grenache,14.0,75.0,1,2021,2023,2026,9.95,0.13
rot,"Côtes du Rhône AOC Sans Sulfites Mathilde Chapoutier 2020, 75CL",Frankreich,Côtes du Rhône,M. Chapoutier,Grenache,14.5,75.0,1,2020,2023,2028,11.95,0.16
rot,Côtes-du-Rhône AOC La Renjardière,Frankreich,Côtes du Rhône,,Grenache,14.5,75.0,1,2020,2022,2025,6.95,0.09
rot,Côtes-du-Rhône AOC Grand Palais Bag in Box,Frankreich,Côtes du Rhône,,Grenache,13.5,300.0,1,,,,11.95,0.04
rot,Côtes-du-Rhône AOC Grand Palais,Frankreich,Côtes du Rhône,,"Grenache, 
                                Syrah",13.5,75.0,1,2021,2023,2024,3.6,0.05
rot,Côtes de Rhône AOC Gigondas Mirail,Frankreich,Côtes du Rhône,,,14.5,450.0,1,,,,119.0,0.26
rot,Côtes de Castillon AOC Château d’Aiguilhe,Frankreich,,Château d'Aiguilhe,Cabernet Franc,14.5,75.0,1,2020,2024,2037,22.5,0.3
rot,Côtes-de-Bourg AOC Chateau Moulin Eyquem,Frankreich,,,"Cabernet Franc, 
                                Cabernet Sauvignon, 
                                Merlot",13.5,150.0,1,2016,2023,2035,22.5,0.15
rot,Côtes de Bordeaux Castillon AOC Château Cap de Faugères,Frankreich,,Château Faugères,Cabernet Sauvignon,14.5,75.0,1,2016,2022,2035,17.5,0.23
rot,Côtes de Bordeaux Castillon AOC Château Cap de Faugères,Frankreich,,Château Faugères,Cabernet Sauvignon,14.5,75.0,1,2017,2022,2035,16.95,0.23
rot,"Côte Rôtie Les Côtes, Julien Barge 6x  75cl",Frankreich,,,"Viognier, 
                                Syrah",14.0,75.0,6,2021,2025,2031,269.7,0.6
rot,"Côte Rôtie AOP Coeur de Combard, Julien Barge 6x  75cl",Frankreich,,,"Viognier, 
                                Syrah",14.0,75.0,6,2021,2026,2036,419.7,0.93
rot,Côte Rôtie AOC La Turque,Frankreich,Côtes du Rhône,Maison Guigal,Viognier,13.5,75.0,1,2013,2023,2035,299.0,3.99
rot,Côte Rôtie AOC La Mouline E. Guigal,Frankreich,Côtes du Rhône,Maison Guigal,Viognier,13.5,75.0,1,2013,2022,2035,299.0,3.99
rot,Côte-Rôtie AC Lieux-Dits Le Plomb Les Vins de Vienne,Frankreich,Côtes du Rhône,Les Vins de Vienne,Syrah,13.0,75.0,1,2018,2021,2028,69.0,0.92
rot,Costers del Segre Vilosell Tomàs Cusiné,Spanien,Katalonien,Tomàs Cusiné,Grenache,14.0,75.0,1,2018,2022,2025,17.5,0.23
rot,Costers del Segre Vilosell Tomàs Cusiné,Spanien,Katalonien,Tomàs Cusiné,Grenache,14.0,75.0,1,2019,2022,2026,17.5,0.23
rot,Costers del Segre DO Pirinenca Raimat,Spanien,Katalonien,Raimat,Tempranillo,14.0,75.0,1,2020,2023,2025,15.5,0.21
rot,Costers del Segre DO Ànima de Raimat,Spanien,Katalonien,Raimat,Cabernet Sauvignon,14.0,75.0,1,2018,2022,2024,13.95,0.19
rot,Costers del Segre DO Ànima de Raimat,Spanien,Katalonien,Raimat,Cabernet Sauvignon,14.0,75.0,1,2019,2023,2025,13.95,0.19
rot,Costa Toscana IGT Kepos di Ampeleia,Italien,Toskana,Ampeleia,Mourvèdre,13.0,75.0,1,2018,2022,2026,27.5,0.37
rot,Costa Toscana IGT Kepos di Ampeleia,Italien,Toskana,Ampeleia,Mourvèdre,13.0,75.0,1,2020,2022,2028,27.5,0.37
rot,Corvo Rosso Sicilia IGP,Italien,Sizilien,Duca di Salaparuta,Nero d'Avola,12.5,75.0,1,2020,2020,2021,8.95,0.12
rot,"Cornas AOP Les Eygats, Courbis 6x  75cl",Frankreich,,Domaine Courbis,Syrah,14.5,75.0,6,2021,2025,2036,285.0,0.63
rot,"Cornas AOP Les Eygats, Courbis",Frankreich,,Domaine Courbis,Syrah,14.0,75.0,1,2016,2022,2037,42.5,0.57
rot,"Cornas AOP La Sabarotte, Courbis 6x  75cl",Frankreich,,Domaine Courbis,Syrah,14.5,75.0,6,2021,2025,2036,345.0,0.77
rot,Cornas AOP La Sabarotte,Frankreich,,Domaine Courbis,Syrah,14.5,75.0,1,2016,2022,2028,44.95,0.6
rot,Cornas AOC Vieilles Vignes Alain Voge,Frankreich,,Alain Voge,Syrah,13.5,75.0,1,2014,2022,2030,59.5,0.79
rot,Cornas AOC Les Eygats Domaine Courbis,Frankreich,,Domaine Courbis,Syrah,13.0,75.0,1,2014,2022,2024,39.5,0.53
rot,Corbières Boutenac AOC Domaine Georges Bertrand,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Mourvèdre,14.5,75.0,1,2014,2020,2022,12.95,0.17
rot,Corbières Barons de Rothschild A d'Aussières Rouge,Frankreich,Languedoc-Roussillon,Domaines Barons de Rothschild,Cabernet Sauvignon,14.0,75.0,1,2019,2022,2025,15.5,0.21
rot,Coop Naturaplan Bio Beaujolais AOC G. Duboeuf,Frankreich,Beaujolais,Georges Duboeuf,Gamay,13.0,75.0,1,2020,2023,2026,11.5,0.15
rot,Coop Fine Food Toscana IGT Geminus Teruzzi,Italien,Toskana,,"Cabernet Sauvignon, 
                                Petit Verdot, 
                                Sangiovese",14.0,75.0,1,2019,2021,2025,29.5,0.39
rot,Coop Fine Food Ribera del Duero DO Reserva Pago de los Capellanes,Spanien,Ribera del Duero,Pago de los Capellanes,Tempranillo,14.5,75.0,1,2018,2023,2027,33.95,0.45
rot,Coop Fine Food Ribera del Duero DO Reserva Pago de los Capellanes,Spanien,Ribera del Duero,Pago de los Capellanes,Tempranillo,14.5,75.0,1,2017,2022,2026,33.95,0.45
rot,Columbia Valley Cabernet Sauvignon Mercer Bros.,USA,,,"Cabernet Sauvignon, 
                                Merlot, 
                                Syrah",14.0,75.0,1,2017,2022,2024,17.5,0.23
rot,Collioure AOP Clos des Paulilles,Frankreich,Languedoc-Roussillon,A. Cazes,Grenache,14.5,75.0,1,2019,2022,2026,17.95,0.24
rot,Collection Südtirol Alto Adige Lagrein Grieser DOC,Italien,Südtirol/Trentin/Friaul,Kellerei Bozen,Lagrein,13.5,75.0,1,2021,2022,2025,14.95,0.2
rot,Collection Südtirol Alto Adige Lagrein Grieser DOC,Italien,Südtirol/Trentin/Friaul,Kellerei Bozen,Lagrein,13.5,75.0,1,2020,2022,2023,14.95,0.2
rot,Filari De Sant'Antoni Negroamaro Salento IGT Bio,Italien,Apulien,Hisotelaray - Libera Terra,Negroamaro,14.0,75.0,1,2021,2022,2026,12.5,0.17
rot,Fetzer Zinfandel Valley Oaks,USA,,Fetzer,Zinfandel,13.5,75.0,1,2020,2022,2025,14.95,0.2
rot,Faugères AOP Inaccessible Mas Gabinèle,Frankreich,Languedoc-Roussillon,,"Mourvèdre, 
                                Syrah",15.0,75.0,1,2016,2022,2027,94.95,1.27
rot,Faugères AOC Mas Gabinèle,Frankreich,Languedoc-Roussillon,Thierry Rodriguez,Grenache,14.0,75.0,1,2020,2024,2026,11.75,0.16
rot,Faugères AOC Mas Gabinèle,Frankreich,Languedoc-Roussillon,Thierry Rodriguez,Grenache,14.0,75.0,1,2019,2023,2025,11.75,0.16
rot,Excellent Réserve Niederösterreich Pfaffl,Österreich,Niederösterreich,Weingut Pfaffl,Cabernet Sauvignon,14.5,75.0,1,2020,2022,2025,23.0,0.31
rot,Etna Rosso DOC Nerello Mascalese Sentiero delle Gerle Mandrarossa,Italien,Sizilien,Mandrarossa,,13.5,75.0,1,2018,2022,2023,22.5,0.3
rot,Etna DOC Rosso Lenza di Munti Nicosia,Italien,Sizilien,"Nerello Capuccio, Nerello Mascalese",,13.0,75.0,1,2018,2019,2024,16.5,0.22
rot,Etna DOC Profumo di Vulcano Federico Graziani,Italien,Sizilien,Federico Graziani,,13.5,75.0,1,2019,2022,2026,75.0,1.0
rot,Etna DOC Profumo di Vulcano Federico Graziani,Italien,Sizilien,Federico Graziani,,13.5,75.0,1,2016,2022,2023,75.0,1.0
rot,Etna DOC Fedegraziani Federico Graziani,Italien,Sizilien,Federico Graziani,,13.5,75.0,1,2017,2022,2026,24.0,0.32
rot,Epesses Lavaux AOC Rouge Union Vinicole Cully,Schweiz,Waadt,Union Vinicole Cully,Pinot Noir,13.0,70.0,1,2021,2020,2023,13.95,0.2
rot,Epesses Lavaux AOC Rouge Union Vinicole Cully,Schweiz,Waadt,Union Vinicole Cully,Pinot Noir,13.0,70.0,1,2020,2022,2026,13.95,0.2
rot,Emilia Romagna DOC Lambrusco Concerto Medici Ermete,Italien,Emilia-Romagna,Medici Ermete,Lambrusco,11.5,75.0,1,2021,2022,2025,16.4,0.22
rot,El Flamenco España Tinto,Spanien,,,,12.5,75.0,1,2021,2023,2026,3.95,0.05
rot,Ego Babić Fjaka,,,,,13.5,75.0,1,2020,2022,2026,19.5,0.26
rot,Eglisauer Beerli Blauburgunder,Schweiz,Ostschweiz,Coop,Pinot Noir,13.0,75.0,1,2021,2023,2024,9.95,0.13
rot,Edition Peter Keller Burgenland DAC Cuvée J. Heinrich,Österreich,Burgenland,,Cabernet Franc,13.5,75.0,1,2012,2022,2025,29.5,0.39
rot,Duriense IGP R de Romaneira Quinta da Romaneira,Portugal,Douro,,"Tempranillo, Tinto Cão, 
                                Touriga Nacional",14.5,75.0,1,2016,2022,2025,13.95,0.19
rot,Durbanville WO Pinotage Diemersdal,Südafrika,,Pinotage,,14.5,75.0,1,2020,2022,2025,22.5,0.3
rot,Drama PGI Chateau Julia Merlot Domaine Costa Lazaridi,Griechenland,,Costa Lazaridi,Merlot,14.5,75.0,1,2021,2023,2026,24.5,0.33
rot,Drama PGI Chateau Julia Merlot Domaine Costa Lazaridi,Griechenland,,Costa Lazaridi,Merlot,14.5,75.0,1,2020,2022,2025,16.4,0.22
rot,Douro DOP Edition Peter Keller V by Secret Spot,Portugal,Douro,"Touriga Nacional, Touriga Francesa, Tinta Roriz",,14.0,75.0,1,2016,2022,2025,19.95,0.27
rot,Douro DOC Vertente Niepoort,Portugal,Douro,Niepoort Vinhos,,12.5,75.0,1,2018,2022,2025,22.5,0.3
rot,Douro DOC Vertente Niepoort,Portugal,Douro,Niepoort Vinhos,,12.5,75.0,1,2017,2022,2025,22.5,0.3
rot,Douro DOC Quinta dos Quatro Ventos,Portugal,Douro,Quinta dos Quatro Ventos,Tempranillo,14.0,150.0,1,2019,2023,2025,33.0,0.22
rot,Douro DOC Quinta dos Quatro Ventos,Portugal,Douro,Quinta dos Quatro Ventos,Tempranillo,14.0,75.0,1,2019,2023,2025,15.95,0.21
rot,Douro DOC Quinta de la Rosa,Portugal,Douro,"Touriga Nacional, Touriga Francesa, Tinta Roriz",,14.0,75.0,1,2016,2022,2023,21.0,0.28
rot,Douro DOC Pintas Character Wine & Soul,Portugal,Douro,Wine&Soul,,14.2,75.0,1,2017,2022,2025,36.0,0.48
rot,Douro DOC Fabelhaft Reserva Niepoort,Portugal,Douro,Niepoort Vinhos,Tempranillo,15.0,75.0,1,2017,2022,2023,19.95,0.27
rot,Douro DOC Fabelhaft Reserva Niepoort,Douro,,,"Tempranillo,                  Touriga Nacional",12.5,75.0,1,2020,,,19.95,0.27
rot,Douro DOC Fabelhaft Reserva Niepoort,Portugal,Douro,Niepoort Vinhos,Tempranillo,12.5,75.0,1,2018,2021,2024,19.95,0.27
rot,Douro DOC Fabelhaft Reserva Niepoort,Portugal,Douro,Niepoort Vinhos,Tempranillo,12.0,75.0,1,2013,2022,2025,19.95,0.27
rot,Douro DOC Fabelhaft Niepoort,Portugal,Douro,Niepoort,Tempranillo,13.0,75.0,1,2020,2022,2025,11.25,0.15
rot,Douro DOC Fabelhaft Niepoort,Portugal,Douro,Niepoort,Tempranillo,12.5,37.5,1,2020,2023,2024,5.95,0.16
rot,Douro DOC Fabelhaft Niepoort,Portugal,Douro,Niepoort Vinhos,Touriga Nacional,14.0,150.0,1,2019,2022,2024,35.0,0.23
rot,Douro DOC Cooperation Wine Niepoort,Portugal,Douro,Niepoort Vinhos,Touriga Nacional,12.5,75.0,1,2016,2022,2024,23.5,0.31
rot,Douro DOC Casa Ferreirinha Vinha Grande Tinto,Portugal,Douro,,,14.0,75.0,1,2019,2022,2028,14.95,0.2
rot,Douro DOC Batuta Niepoort,Portugal,Douro,Niepoort Vinhos,Malvasia,14.0,75.0,1,2016,2022,2030,72.5,0.97
rot,Douro DOC Altano Symington Family Estates,Portugal,Douro,"Touriga Nacional, Touriga Francesa, Tinta Roriz",,14.0,75.0,1,2020,2023,2025,9.95,0.13
rot,Douro Comboio do Vesuvio Symington,Portugal,Douro,,"Touriga Franca,              Tinta Barroca,        Touriga Nacional, Tinta Roriz",14.0,75.0,1,2019,2020,2024,14.95,0.2
rot,Don Mendo Reserva Cariñena DO,Spanien,Kastilien-La Mancha,Bodegas San Valero,Grenache,13.0,75.0,1,2017,2024,2025,9.95,0.13
rot,Don Mendo Reserva Cariñena DO,Spanien,Kastilien-La Mancha,Bodegas San Valero,Grenache,13.0,75.0,1,2016,2023,2024,9.95,0.13
rot,Domiziane Roma DOC Rosso,Italien,Latium,,diverse Sorten,13.5,75.0,1,2019,2022,2025,14.95,0.2
rot,Domaine de Chevalier  Pessac-Léognan Classé AOC 6x  75cl,Frankreich,,Domaine de Chevalier,Cabernet Franc,13.5,75.0,6,2021,2027,2036,375.0,0.83
rot,Domaine de Chevalier  Pessac-Léognan Classé AOC,Frankreich,,Domaine de Chevalier,Cabernet Franc,14.5,75.0,1,2018,2025,2039,99.0,1.32
rot,Domaine de Chevalier  Pessac-Léognan Classé AOC,Frankreich,,Domaine de Chevalier,Cabernet Franc,13.5,75.0,1,2016,2022,2040,92.5,1.23
rot,Domaine de Chevalier  Pessac-Léognan Classé AOC,Frankreich,,Domaine de Chevalier,Cabernet Franc,14.0,75.0,1,2017,2022,2030,64.95,0.87
rot,Domaine de Chevalier Pessac-Léognan AC Cru Classé Magnum,Frankreich,,Domaine de Chevalier,Cabernet Franc,13.5,150.0,1,2021,2031,2041,129.0,0.86
rot,Domaine de Chevalier Pessac-Léognan AC Cru Classé,Frankreich,,Domaine de Chevalier,Cabernet Franc,14.0,75.0,1,2015,2022,2040,84.95,1.13
rot,Dolcetto d'Alba DOC Piazzo,Italien,Piemont,Azienda Vitivinicola Piazzo,Dolcetto,12.5,75.0,1,2020,2023,2026,8.95,0.12
rot,Dolcetto d'Alba DOC Piazzo,Italien,Piemont,Azienda Vitivinicola Piazzo,Dolcetto,12.5,75.0,1,2019,2022,2025,8.95,0.12
rot,Dolcetto d'Alba DOC Pian Balbo P. Colla,Italien,Piemont,Poderi Colla,Dolcetto,12.5,75.0,1,2020,2020,2025,15.0,0.2
rot,Dolcetto d'Alba DOC Cossetti,Italien,Piemont,Cossetti,Dolcetto,13.0,75.0,1,2018,2022,2024,15.5,0.21
rot,DOC Grigioni Mesolcina Merlot La Fiducia Edizione Peter Keller Weingut Rohner Erni,Schweiz,Ostschweiz,,Merlot,13.0,75.0,1,2019,2022,2025,39.0,0.52
rot,Dina Barbera d'Alba DOC,Italien,Piemont,"Negro Angelo e Figli Az. Agr,",Barbera,14.0,75.0,1,2021,2022,2027,15.5,0.21
rot,DI CO Cabernet Sauvignon Napa Valley,USA,,Cabernet Sauvignon,,15.0,75.0,1,2017,2022,2030,84.95,1.13
rot,Della Robbia Brunello di Montalcino DOCG,Italien,Toskana,Marchesi de' Frescobaldi,Sangiovese,14.0,37.5,1,2016,2022,2024,12.5,0.33
rot,Dell'Arca Antonini Primitivo Salento IGT,Italien,Apulien,Primitivo,,13.0,25.0,1,2020,2023,2024,2.95,0.12
rot,Dell'Arca Antonini Primitivo Salento IGT,Italien,Apulien,Primitivo,,14.0,50.0,1,2020,2021,2026,4.95,0.1
rot,Happy Moments Magnumflasche mit Primitivo del Salento,Italien,Apulien,Primitivo,,12.5,150.0,1,2019,2022,2023,29.95,0.2
rot,Hannes Reeh Neusiedlersee DAC Zweigelt,Österreich,Burgenland,Hannes Reeh,Zweigelt,13.0,75.0,1,2021,2023,2026,11.95,0.16
rot,Hallauer Spätlese Graf von Spiegelberg Pinot Noir AOC,Schweiz,Ostschweiz,,Pinot Noir,13.5,75.0,1,2021,2024,2025,9.9,0.13
rot,Hallauer AOC Blauburgunder,Schweiz,Ostschweiz,,Pinot Noir,14.0,75.0,1,2021,2023,2024,9.5,0.13
rot,Hallauer AOC Blauburgunder,Schweiz,Ostschweiz,,Pinot Noir,14.0,25.0,1,2021,2023,2024,3.25,0.13
rot,Hallauer AOC Blauburgunder,Schweiz,Ostschweiz,,Pinot Noir,14.0,25.0,1,2020,2022,2023,3.25,0.13
rot,Graveline Assemblage Rouge AOC,Schweiz,Wallis,,"Gamaret, 
                                Humagne Rouge, Garanoir",12.0,50.0,1,,2022,2025,6.5,0.13
rot,Graubünden AOC Pinot Noir Schieferwändler Trimmis Volg,Schweiz,Ostschweiz,Volg Weinkellereien,Pinot Noir,14.0,75.0,1,2018,2020,2024,18.5,0.25
rot,Graubünden AOC Pinot Noir Maienfelder Zanolari,Schweiz,Ostschweiz,,Pinot Noir,13.0,75.0,1,2021,2022,2025,15.5,0.21
rot,Graubünden AOC Pinot Noir Glockengiesser Felsberg Rutishauser,Schweiz,Ostschweiz,Rutishauser Weinkellerei,Pinot Noir,13.0,75.0,1,2021,2022,2025,18.95,0.25
rot,Graubünden AOC Pinot Noir Fläsch Gemswändler,Schweiz,Ostschweiz,,Pinot Noir,13.0,75.0,1,2021,2022,2025,18.95,0.25
rot,Graubünden AOC Pinot Noir Bündner Reserve Cottinelli,Schweiz,Ostschweiz,Weinbau Cottinelli,Pinot Noir,13.5,75.0,1,2018,2020,2024,24.5,0.33
