typ,wein_name,land,region,produzent,rebsorte,alkohol,inhalt_cl,anzahl_fl,jahrgang,prime_start,prime_end,preis_chf,preis_cl
rot,Valais AOC Favi Assemblage de Cépages rouges,Schweiz,Wallis,Les Fils de Charles Favre,Diolinoir,13.6,37.5,1,2020,2022,2023,10.5,0.28
rot,Valais AOC Dôle Romane Orsat,Schweiz,Wallis,Caves Orsat SA,Pinot Noir,13.0,75.0,1,2020,2022,2026,9.95,0.13
rot,Valais AOC Dôle Rocvieux,Schweiz,Wallis,,Pinot Noir,13.5,75.0,1,2018,2021,2022,7.5,0.1
rot,Valais AOC Dôle Gloire du Rhône,Schweiz,Wallis,Provins,Pinot Noir,13.5,75.0,1,2020,2023,2026,9.75,0.13
rot,Valais AOC Dôle Étoile Dorée,Schweiz,Wallis,,,13.5,450.0,1,,,,85.0,0.19
rot,Valais AOC Dôle des Monts Maison Gilliard,Schweiz,Wallis,Maison Gilliard,Gamay,13.6,75.0,1,2020,2022,2025,13.45,0.18
rot,Valais AOC Dôle des Monts Maison Gilliard,Schweiz,Wallis,Maison Gilliard,Gamay,13.6,75.0,1,2019,2020,2021,13.45,0.18
rot,Valais AOC Dôle des Monts Maison Gilliard,Schweiz,Wallis,Maison Gilliard,Gamay,13.6,75.0,1,2021,2023,2026,,nan
rot,Valais AOC Dôle des Monts Maison Gilliard,Schweiz,Wallis,Maison Gilliard,Pinot Noir,13.3,150.0,1,2020,2022,2023,38.95,0.26
rot,Valais AOC Dôle des Monts Maison Gilliard,Schweiz,Wallis,Maison Gilliard,Pinot Noir,13.6,37.5,1,2019,2021,2022,9.3,0.25
rot,Valais AOC Dôle de Salquenen Les Dailles,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2019,2021,2022,8.65,0.12
rot,Valais AOC Dôle de Salquenen Les Dailles,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2020,2022,2023,8.65,0.12
rot,Valais AOC Diolinoir Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Diolinoir,13.0,75.0,1,2020,2021,2024,14.95,0.2
rot,Valais AOC Cuvée Résilience Cave de l'Orlaya,Schweiz,Wallis,Cave de l'Orlaya,Gamay,13.0,75.0,1,2019,2022,2027,29.95,0.4
rot,Valais AOC Cornalin Terrasses du Rhône Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Cornalin,13.0,75.0,1,2020,2023,2026,11.95,0.16
rot,Valais AOC Cornalin Reserve J.R. Germanier,Schweiz,Wallis,Jean-René Germanier,Cornalin,13.0,75.0,1,2014,2022,2024,38.0,0.51
rot,Valais AOC Cornalin Maître de Chais,Schweiz,Wallis,Provins,Cornalin,14.0,75.0,1,2020,2023,2026,28.95,0.39
rot,Valais AOC Cornalin Maître de Chais,Schweiz,Wallis,Provins,Cornalin,14.0,75.0,1,2019,2022,2025,28.95,0.39
rot,Valais AOC Cornalin Fleur du Rhône,Schweiz,Wallis,,Cornalin,13.0,75.0,1,2018,2021,2022,13.95,0.19
rot,Valais AOC Cornalin Defayes & Crettenand,Schweiz,Wallis,,Cornalin,13.0,75.0,1,2021,2023,2024,26.95,0.36
rot,Valais AOC Cornalin,Schweiz,Wallis,Varone,Cornalin,13.5,75.0,1,2020,2023,2024,25.95,0.35
rot,Valais AOC Clos Grandinaz Rouge L'Orpailleur,Schweiz,Wallis,Cave l'Orpailleur,Merlot,13.5,75.0,1,2015,2022,2025,23.95,0.32
rot,Valais AOC Assemblage Rouge Leon Chai du Baron,Schweiz,Wallis,Chai du Baron,Diolinoir,13.7,75.0,1,2021,2022,2025,19.95,0.27
rot,Vacqueyras Rouge Sous la Robe Edition Peter Keller Domaine Vallis Petra,Frankreich,,,"Mourvèdre,                Syrah",13.5,75.0,1,2017,2022,2028,19.95,0.27
rot,"Vacqueyras AOP Le Clos, Montirius 6x  75cl",Frankreich,,Domaine Montirius,Grenache,15.0,75.0,6,2021,2023,2028,209.7,0.47
rot,Vacqueyras AOC Beaumiral Cave de Gigondas,Frankreich,,,,14.5,75.0,1,2021,2024,2028,14.95,0.2
rot,Utiel-Requena DO Crianza Marqués del Turia,Spanien,Valencia,Vincente Gandia,Tempranillo,12.5,75.0,1,2018,2022,2025,6.5,0.09
rot,USA Unshackled Red Blend,USA,,The Prisoner Wine Company,Tempranillo,14.5,75.0,1,2019,2021,2025,24.95,0.33
rot,USA Cabernet Sauvignon Unshackled,USA,,The Prisoner Wine Company,Cabernet Sauvignon,14.5,75.0,1,2019,2020,2024,24.95,0.33
rot,Umbria Vitiano Rosso,Italien,Umbrien,,"Cabernet Sauvignon, 
                                Sangiovese, 
                                Merlot",13.5,75.0,1,2019,2022,2028,11.5,0.15
rot,Umbria IGT Campoleone Tenuta Lamborghini,Italien,Umbrien,Tenuta Lamborghini,Sangiovese,14.0,75.0,1,2013,2022,2023,49.0,0.65
rot,Umbria IGP Vitiano Rosso Falesco,Italien,Umbrien,,"Cabernet Sauvignon,                  Sangiovese,                Merlot",13.5,75.0,1,2018,2022,2028,11.5,0.15
rot,Triacca Casa la Gatta Valtellina Superiore DOCG,Italien,Lombardei/Veltlin,Fratelli Triacca,Nebbiolo,12.5,75.0,1,2018,2022,2023,11.95,0.16
rot,Triacca Casa la Gatta Valtellina Superiore DOCG,Italien,Lombardei/Veltlin,Fratelli Triacca,Nebbiolo,12.5,75.0,1,2019,2023,2024,11.95,0.16
rot,Tre Saggi Montepulciano d'Abruzzo DOC,Italien,Abruzzen,Talamonti,Montepulciano,13.5,75.0,1,2017,2022,2025,16.95,0.23
rot,Toskana IGT Syrah Lumeo Oliviere Toscani,Italien,Toskana,Oliviero Toscani,Syrah,13.5,75.0,1,2018,2028,2044,43.0,0.57
rot,Toskana IGT Poggio ai Ginepri Tenuta Argentiera,Italien,Toskana,Tenuta Argentiera,Cabernet Sauvignon,14.5,75.0,1,2021,2023,2025,22.5,0.3
rot,Toskana IGT OT Oliviero Toscani,Italien,Toskana,Oliviero Toscani,Cabernet Franc,15.0,75.0,1,2016,2022,2030,39.0,0.52
rot,Toscana Rosso IGT Special Selection,Italien,Toskana,,,14.0,75.0,1,2020,2022,2024,15.5,0.21
rot,Toscana Rosso IGT Lenaia Fattoria Casa di Terra,Italien,Toskana,Fattoria Casa di Terra,Petit Verdot,13.5,75.0,1,2019,2022,2023,14.5,0.19
rot,Toscana Morellino di Scansano DOCG Kamarte Grillesino,Italien,Toskana,,"Cabernet Sauvignon, 
                                Sangiovese",14.0,75.0,1,2019,2019,2024,16.5,0.22
rot,Toscana IGT Tignanello Antinori,Italien,Toskana,Marchesi Antinori,Cabernet Franc,14.0,75.0,1,2019,2022,2028,145.0,1.93
rot,Toscana IGT Syrah Fattoria Le Pupille,Italien,Toskana,Fattoria Le Pupille,Syrah,14.5,75.0,1,2016,2020,2030,115.0,1.53
rot,Toscana IGT Syrah Bramasole La Braccesca Marchesi Antinori,Italien,Toskana,Marchesi Antinori,Syrah,15.0,75.0,1,2018,2020,2025,49.5,0.66
rot,Toscana IGT Solaia Antinori,Italien,Toskana,Marchesi Antinori,Cabernet Franc,15.0,75.0,1,2018,2022,2032,315.0,4.2
rot,Toscana IGT Siepi Marchesi Mazzei,Italien,Toskana,Marchesi Mazzei,Sangiovese,14.0,75.0,1,2020,2024,2034,94.95,1.27
rot,Toscana IGT Siepi Marchesi Mazzei,Italien,Toskana,Marchesi Mazzei,Sangiovese,14.0,75.0,1,2017,2022,2029,89.95,1.2
rot,Toscana IGT Siepi Marchesi Mazzei,Italien,Toskana,Marchesi Mazzei,Sangiovese,14.0,75.0,1,2018,2022,2033,89.95,1.2
rot,Toscana IGT Siepi Marchesi Mazzei,Italien,Toskana,Marchesi Mazzei,Sangiovese,14.0,75.0,1,2020,2023,2035,89.95,1.2
rot,Toscana IGT Santa Cristina Antinori,Italien,Toskana,Marchesi Antinori,Sangiovese,12.5,75.0,1,2021,2023,2026,9.95,0.13
rot,Toscana IGT Sangiovese Punta die Adine Bertinga,Italien,Toskana,James Suckling: 95,Sangiovese,14.0,75.0,1,2016,,,79.5,1.06
rot,Toscana IGT Sangiovese Fontalloro Felsina,Italien,Toskana,,Sangiovese,14.0,75.0,1,2018,2020,2026,47.5,0.63
rot,Toscana IGT Saffredi Fattoria le Pupille,Italien,Toskana,,Cabernet Sauvignon,14.5,75.0,1,2019,,,89.0,1.19
rot,Toscana IGT Saffredi Fattoria le Pupille,Italien,Toskana,Fattoria Le Pupille,Cabernet Sauvignon,15.0,75.0,1,2018,2022,2033,89.0,1.19
rot,Toscana IGT Rosso Villa Antinori,Italien,Toskana,Marchesi Antinori,Sangiovese,13.5,75.0,1,2019,2023,2024,12.55,0.17
rot,Toscana IGT Rosso Villa Antinori,Italien,Toskana,,"Sangiovese, 
                                Syrah",13.5,37.5,1,2019,,,11.5,0.31
rot,Toscana IGT Rosso Villa Antinori,Italien,Toskana,Marchesi Antinori,Sangiovese,13.5,150.0,1,2019,2022,2024,39.5,0.26
rot,Toscana IGT rosso Poggio del Concone,Italien,Toskana,,"Cabernet Franc, 
                                Sangiovese, 
                                Merlot",14.0,75.0,1,2020,2023,2026,12.95,0.17
rot,Veneto IGT Corvina leggermente Appassito Rocca Alata,Italien,Venetien,Cantina di Soave,Corvina,13.5,75.0,1,2018,2023,2026,7.95,0.11
rot,Veneto Fontanera Merlot IGT,Italien,Venetien,,Merlot,11.5,100.0,1,,,,2.95,0.03
rot,Vaud AOC L'As de Coeur Assemblage Rouge,Schweiz,Waadt,Cave de Jolimont,Pinot Noir,12.5,75.0,1,2021,2022,2025,9.7,0.13
rot,Vaud AOC L'As de Coeur Assemblage Rouge,Schweiz,Waadt,Cave de Jolimont,Pinot Noir,13.0,150.0,1,2021,2021,2022,24.95,0.17
rot,Vaud AOC Assemblage Rouge Escargot,Schweiz,Waadt,,"Galotta, Gamaret, 
                                Gamay, 
                                Pinot Noir, Garanoir",13.0,75.0,1,2020,2022,2024,10.95,0.15
rot,Valtellina Superiore DOCG Tirso Grumello Casa Vinicola Pietro Nera,Italien,Lombardei/Veltlin,Casa Vinicola Pietro Nera,Nebbiolo,13.0,75.0,1,2017,2022,2027,19.95,0.27
rot,Valtellina Superiore DOCG Inferno Efesto Casa Vinicola Pietro Nera,Italien,Lombardei/Veltlin,Casa Vinicola Pietro Nera,Nebbiolo,13.0,75.0,1,2018,2022,2026,22.5,0.3
rot,Valtellina Superiore DOCG Alisio Sassella Casa Vinicola Pietro Nera,Italien,Lombardei/Veltlin,Casa Vinicola Pietro Nera,Nebbiolo,13.0,75.0,1,2017,2022,2027,21.5,0.29
rot,Valtellina DOC Nebbiolo Flüssige Sonne Zanolari,Italien,Lombardei/Veltlin,,Nebbiolo,12.5,20.0,1,2018,2019,2024,3.5,0.18
rot,Valpolicella Valpantena DOC,Italien,Venetien,G.B. Bertani,Corvina,12.0,75.0,1,2021,2022,2025,17.5,0.23
rot,Valpolicella Ripasso Valpantena DOC,Italien,Venetien,G.B. Bertani,Merlot,13.5,75.0,1,2020,2022,2029,19.5,0.26
rot,Valpolicella DOC Ripasso Superiore Campo Denari Azienda Agricola Zanoni,Italien,Venetien,Azienda Agricola Zanoni,Corvina,14.5,75.0,1,2018,2022,2042,22.5,0.3
rot,Valpolicella Classico Superiore DOC Toar Masi Agricola,Italien,Venetien,Masi,Corvina,13.0,75.0,1,2014,2022,2025,17.95,0.24
rot,Valpolicella Classico DOC Bonacosta Masi Agricola,Italien,Venetien,Masi,Molinara,12.0,75.0,1,2021,2021,2025,12.95,0.17
rot,Valisiana Dôle du Valais AOC,Schweiz,Wallis,Pinot Noir,,13.5,50.0,1,2020,2023,2024,5.5,0.11
rot,Valisiana Dôle du Valais AOC,Schweiz,Wallis,,Pinot Noir,13.0,50.0,1,,2020,2021,5.5,0.11
rot,Valdepeñas DO Reserva Pata Negra 6x  75cl,Spanien,Kastilien-La Mancha,,,13.0,75.0,6,2016,2022,2026,29.7,0.07
rot,Valais AOC Syrah Valisiana,Schweiz,Wallis,,Syrah,13.0,50.0,1,,2024,2025,8.5,0.17
rot,Valais AOC Syrah-Merlot,Schweiz,Wallis,Provins,Merlot,13.0,75.0,1,2018,2022,2023,15.5,0.21
rot,Valais AOC Syrah Maître de Chais,Schweiz,Wallis,Provins,Syrah,14.0,75.0,1,2020,2023,2027,27.95,0.37
rot,Valais AOC Syrah Les Perlines Maison Gilliard,Schweiz,Wallis,,Syrah,13.4,75.0,1,2021,2023,2026,19.95,0.27
rot,Valais AOC Syrah Les Perlines Maison Gilliard,Schweiz,Wallis,,Syrah,13.4,75.0,1,2020,2022,2025,19.95,0.27
rot,Valais AOC Syrah Jean-René Germanier,Schweiz,Wallis,Jean-René Germanier,Syrah,13.0,75.0,1,2021,2023,2028,13.95,0.19
rot,Valais AOC Syrah Classique Domaine des Muses,Schweiz,Wallis,Domaine des Muses,Syrah,14.0,75.0,1,2015,2022,2023,18.7,0.25
rot,Valais AOC Syrah Cayas J.R. Germanier,Schweiz,Wallis,Jean-René Germanier,Syrah,13.5,75.0,1,2019,2023,2029,48.95,0.65
rot,Valais AOC Syrah Bibacchus,Schweiz,Wallis,,Syrah,13.0,75.0,1,2020,2022,2024,14.95,0.2
rot,Valais AOC Sherpa Rouge Vins des Chevaliers,Schweiz,Wallis,Vins des Chevaliers,Humagne Rouge,13.0,75.0,1,2018,2022,2024,23.95,0.32
rot,Valais AOC Pinot Noir Vendémiaire,Schweiz,Wallis,Maison Gilliard,Pinot Noir,13.7,75.0,1,2019,2022,2025,19.95,0.27
rot,Valais AOC Pinot Noir Valisiana,Schweiz,Wallis,,Pinot Noir,13.0,50.0,1,,2020,2021,6.95,0.14
rot,Valais AOC Pinot Noir Tschachten Hans Bayard Soleil de Varone,Schweiz,Wallis,,Pinot Noir,13.8,75.0,1,2020,2021,2024,16.95,0.23
rot,Valais AOC Pinot Noir Telegram Fils Maye,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2020,2022,2026,14.95,0.2
rot,Valais AOC Pinot Noir Salquenen Futura Terram Schweizer Pärke,Schweiz,Wallis,Cantine Cellaro,Pinot Noir,13.5,75.0,1,2019,2022,2025,16.95,0.23
rot,Valais AOC Pinot Noir Salquenen,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2018,2021,2023,9.5,0.13
rot,Valais AOC Pinot Noir Réserve Domaines des Virets,Schweiz,Wallis,,Pinot Noir,14.0,75.0,1,2020,2020,2021,14.95,0.2
rot,Valais AOC Pinot Noir Hurlevent Ch. Favre,Schweiz,Wallis,Les Fils de Charles Favre,Pinot Noir,14.5,75.0,1,2021,2023,2025,15.95,0.21
rot,Valais AOC Pinot Noir Hurlevent,Schweiz,Wallis,Les Fils de Charles Favre,Pinot Noir,13.5,150.0,1,2018,2020,2021,34.95,0.23
rot,Valais AOC Pinot Noir Hurlevent,Schweiz,Wallis,Les Fils de Charles Favre,Pinot Noir,13.5,150.0,1,2019,2022,2025,34.95,0.23
rot,Valais AOC Pinot Noir Hurlevent,Schweiz,Wallis,Les Fils de Charles Favre,Pinot Noir,13.5,150.0,1,2021,2023,2026,34.95,0.23
rot,Valais AOC Pinot Noir Fleur du Rhône,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2020,2022,2023,10.95,0.15
rot,Valais AOC Pinot Noir Fleur du Rhône,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2019,2021,2022,10.95,0.15
rot,Valais AOC Pinot Noir Domaines des Virets,Schweiz,Wallis,,Pinot Noir,13.0,75.0,1,2021,2023,2025,8.65,0.12
rot,Valais AOC Pinot Noir de Sierre Clavien,Schweiz,Wallis,,Pinot Noir,13.5,75.0,1,2020,,,9.95,0.13
rot,Valais AOC Pinot Noir,Schweiz,übrige Schweiz,,Pinot Noir,13.0,75.0,1,2020,2022,2023,13.95,0.19
rot,Valais AOC Nez Noir Les Domaines Rouvinez,Schweiz,Wallis,Rouvinez,Merlot,13.5,75.0,1,2021,2023,2027,19.95,0.27
rot,Valais AOC Merlot Hurlevent,Schweiz,Wallis,Charles Favre,Merlot,13.6,75.0,1,2019,2022,2024,20.95,0.28
rot,Valais AOC Merlot Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Merlot,13.0,75.0,1,2020,2022,2023,14.95,0.2
rot,Valais AOC Merlot Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Merlot,13.0,75.0,1,2019,2022,2025,14.95,0.2
rot,Valais AOC Le Tourmentin,Schweiz,Wallis,Rouvinez,Cornalin,14.0,75.0,1,2020,2024,2028,33.95,0.45
rot,Valais AOC Humagne Rouge Valisiana,Schweiz,Wallis,Humagne Rouge,,13.0,50.0,1,,2020,2021,8.95,0.18
rot,Valais AOC Humagne Rouge Telegram Fils Maye,Schweiz,Wallis,Humagne Rouge,,14.0,75.0,1,2020,2022,2027,18.95,0.25
rot,Valais AOC Humagne Rouge Maître de Chais,Schweiz,Wallis,Provins,Humagne Rouge,13.0,75.0,1,2020,2022,2024,28.95,0.39
rot,Valais AOC Humagne Rouge Les Perlines Maison Giliard,Schweiz,Wallis,,Humagne Rouge,13.5,75.0,1,2019,2022,2025,19.95,0.27
rot,Valais AOC Humagne Rouge Hurlevent,Schweiz,Wallis,Les Fils de Charles Favre,Humagne Rouge,13.6,75.0,1,2021,2023,2024,20.95,0.28
rot,Valais AOC Humagne Rouge Hurlevent,Schweiz,Wallis,Les Fils de Charles Favre,Humagne Rouge,13.6,75.0,1,2020,2022,2023,20.95,0.28
rot,Valais AOC Humagne Rouge Fleur du Rhône,Schweiz,Wallis,,Humagne Rouge,13.0,75.0,1,2020,2022,2023,10.45,0.14
rot,Valais AOC Humagne Rouge Fleur du Rhône,Schweiz,Wallis,,Humagne Rouge,13.0,75.0,1,2018,2020,2021,10.45,0.14
rot,Valais AOC Humagne Rouge En Praz La Rodeline,Schweiz,Wallis,La Rodeline,Humagne Rouge,13.5,75.0,1,2020,2022,2027,27.95,0.37
rot,Valais AOC Humagne Rouge Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Humagne Rouge,13.5,75.0,1,2020,2023,2027,15.95,0.21
rot,Valais AOC Humagne Rouge Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Humagne Rouge,13.5,37.5,1,2019,2022,2026,8.95,0.24
rot,Valais AOC Humagne Rouge Bibacchus,Schweiz,Wallis,Les Celliers de Sion,Humagne Rouge,13.5,37.5,1,2020,2023,2027,8.95,0.24
rot,Vully AOC Pinot Noir,Schweiz,Waadt,,Pinot Noir,13.0,75.0,1,2021,2023,2024,16.5,0.22
rot,Vully AOC Cave et Domaine du Petit Château Diolinoir,Schweiz,Drei-Seen-Region,Diolinoir,,13.5,75.0,1,2018,2022,2025,39.95,0.53
rot,Vranje Nostalgija Winery Aleksic,,,,"Cabernet Sauvignon, 
                                Merlot",13.5,75.0,1,2018,2022,2025,9.5,0.13
rot,Vosne-Romanée AOC Domaine du Clos Frantin A. Bichot,Frankreich,,Maison Albert Bichot,,0.0,75.0,1,2018,2023,2027,59.95,0.8
rot,Vosne-Romanée 1er Cru Les Malconsorts,Frankreich,,Maison Albert Bichot,Pinot Noir,14.0,75.0,1,2018,2022,2035,115.0,1.53
rot,Vosne-Romanée 1er Cru Les Malconsorts,Frankreich,,Maison Albert Bichot,Pinot Noir,13.5,75.0,1,2015,2022,2035,110.0,1.47
rot,Vino Nobile di Montepulciano Riserva DOCG Tenuta Trerose,Italien,Toskana,Borgovecchio,Sangiovese,14.5,75.0,1,2015,2022,2025,18.95,0.25
rot,Vino Nobile di Montepulciano Riserva DOCG Tenuta Trerose,Italien,Toskana,Borgovecchio,Sangiovese,14.5,75.0,1,2016,2023,2026,18.95,0.25
rot,Vino Nobile di Montepulciano DOCG Tenuta Trerose,Italien,Toskana,Borgovecchio,Sangiovese,13.5,75.0,1,2019,2020,2025,16.95,0.23
rot,Vino Nobile di Montepulciano DOCG Santavenere Triacca,Italien,Toskana,Fratelli Triacca,Sangiovese,13.0,37.5,1,2018,2023,2028,8.95,0.24
rot,Vino Nobile di Montepulciano DOCG Santavenere Triacca,Italien,Toskana,Fratelli Triacca,Sangiovese,13.0,75.0,1,2016,2022,2025,14.5,0.19
rot,Vino Nobile di Montepulciano DOCG Santavenere Triacca,Italien,Toskana,Fratelli Triacca,Sangiovese,13.0,75.0,1,2017,2023,2026,14.5,0.19
rot,Vino Nobile di Montepulciano DOCG Santavenere Triacca,Italien,Toskana,Fratelli Triacca,Sangiovese,13.0,37.5,1,2017,2022,2027,8.95,0.24
rot,Vino Nobile di Montepulciano DOCG La Braccesca Marchesi Antinori 2016,Italien,Toskana,Marchesi Antinori,Sangiovese,13.5,75.0,1,2016,2022,2025,22.5,0.3
rot,Vino Nobile di Montepulciano DOCG La Braccesca,Italien,Toskana,Marchesi Antinori,Sangiovese,13.5,75.0,1,2017,2022,2024,22.5,0.3
rot,Vino Nobile di Montepulciano DOCG La Braccesca,Italien,Toskana,Marchesi Antinori,Sangiovese,13.5,75.0,1,2019,2023,2026,22.5,0.3
rot,Vino Nobile di Montepulciano DOCG La Braccesca,Italien,Toskana,Marchesi Antinori,Sangiovese,13.5,75.0,1,2018,2022,2025,22.5,0.3
rot,Vino de la Tierra de Castillo y Léon Mauro Magnum,Spanien,Kastilien-La Mancha,,"Tempranillo, 
                                Syrah",15.0,150.0,1,2015,2020,2028,86.0,0.57
rot,Vino de la Tierra de Castilla y Léon Mauro,Spanien,Kastilien-La Mancha,Bodegas Mauro,Tempranillo,14.5,75.0,1,2019,2022,2025,45.0,0.6
rot,Vino de la Tierra de Castilla y Léon Mauro,Spanien,Kastilien-La Mancha,,"Tempranillo, 
                                Syrah",14.5,75.0,1,2020,,,45.0,0.6
rot,Vino d'España Memento Mori Bodegas Cvne,Spanien,Rioja,,diverse Sorten,15.0,75.0,1,,2022,2026,9.95,0.13
rot,Vinjo Regional Alentejano IGP Planura,Portugal,Alentejo,,"Tempranillo, 
                                Grenache Blanc",14.0,75.0,1,2021,2024,2025,12.95,0.17
rot,Vinho Regional Alentejano Vinha de San Lázaro João Portugal Ramos,Portugal,Alentejo,João Portugal Ramos,Touriga Nacional,14.0,75.0,1,2019,2024,2030,29.95,0.4
rot,Vinho Regional Alentejano Vinha de San Lázaro João Portugal Ramos,Portugal,Alentejo,João Portugal Ramos,Touriga Nacional,14.0,75.0,1,2017,2022,2028,29.95,0.4
rot,Vinho Regional Alentejano Touriga Nacional Colheita Seleccionada Montemor,Portugal,Alentejo,Montemor,Touriga Nacional,15.0,75.0,1,2017,2022,2024,29.5,0.39
rot,Vinho Regional Alentejano Tinto Reserva Herdade Aldeia de Cima,Portugal,Alentejo,"Alfrocheiro Preto, Aragones, Trincadeira",,14.0,75.0,1,2019,2022,2025,22.5,0.3
rot,Vinho Regional Alentejano Reserva Olho de Mocho Herdade do Rocim,Portugal,Alentejo,,,14.0,75.0,1,2019,2022,2029,29.5,0.39
rot,Vinho Regional Alentejano Reserva Olho de Mocho Herdade do Rocim,Portugal,Alentejo,,,14.0,75.0,1,2016,2022,2028,29.5,0.39
rot,Vinho Regional Alentejano Reserva Howards Folly,Portugal,Alentejo,,Touriga Nacional,13.5,75.0,1,2016,2022,2025,29.95,0.4
rot,Vinho Regional Alentejano Reserva Herdade do Rocim,Portugal,Alentejo,,"Alicante, 
                                Tempranillo, 
                                Touriga Nacional",13.0,75.0,1,2017,2022,2024,21.95,0.29
rot,Vinho Regional Alentejano Reserva Herdade do Rocim,Portugal,Alentejo,,"Alicante, 
                                Tempranillo, 
                                Touriga Nacional",13.0,75.0,1,2020,2022,2028,21.95,0.29
rot,Vinho Regional Alentejano Quinta do Carmo,Portugal,Alentejo,,"Cabernet Sauvignon, Alicante, Aragones, Trincadeira",14.5,75.0,1,2016,2022,2025,11.7,0.16
rot,Vinho Regional Alentejano Quinta do Carmo,Portugal,Alentejo,,"Cabernet Sauvignon, Alicante, Aragones, Trincadeira",14.5,75.0,1,2018,2024,2026,11.7,0.16
rot,Vinho Regional Alentejano Quinta da Terrugem,Portugal,Alentejo,Quinta da Terrugem,Cabernet Sauvignon,14.5,75.0,1,2015,2022,2025,18.5,0.25
rot,Vinho Regional Alentejano Mariana Herdade do Rocim,Portugal,Alentejo,Touriga Nacional,,14.0,75.0,1,2020,,,14.95,0.2
rot,Vinho Regional Alentejano Guadalupe Winemakers Selection Quinta do Quetzal,Portugal,Alentejo,Quinta do Quetzal,Cabernet Sauvignon,14.5,75.0,1,2017,2022,2025,16.95,0.23
rot,Vinho Regional Alentejano DO Dom Martinho Quinta do Carmo,Portugal,Alentejo,,"Cabernet Sauvignon, Aragones, Trincadeira",14.5,75.0,1,2019,2020,2021,11.95,0.16
rot,Viñedo Chadwick Maipo Valley,Chile,,,Cabernet Sauvignon,12.5,75.0,1,2020,2024,2040,355.0,4.73
rot,Vin de Pays Suisse Infinito Cave de Jolimont,Schweiz,,,"Galotta, 
                                Merlot",13.0,75.0,1,2019,2022,2024,18.95,0.25
rot,Vin de Pays Suisse Assemblages Rouge Dolce Vita,Schweiz,übrige Schweiz,Cave de Jolimont,Gamay,12.5,75.0,1,2021,2024,2027,9.95,0.13
rot,Vin de Pays Suisse Assemblages Rouge Dolce Vita,Schweiz,übrige Schweiz,Cave de Jolimont,Gamay,12.5,75.0,1,2020,2023,2026,9.95,0.13
rot,Vin de Pays Suisse Akkurat Staatskellerei Zürich,Schweiz,Zürich,Staatskellerei Zürich,Pinot Noir,13.5,75.0,1,2020,2022,2025,16.5,0.22
rot,Vin de Pays Romand Gamaret Garanoir Cave de la Côte,Schweiz,Waadt,Cave de la Côte,,12.5,75.0,1,2020,2022,2023,12.2,0.16
rot,Vin de Pays des Trois Lacs Rose Pourpre Divico Caves de la Béroche,Schweiz,Drei-Seen-Region,,diverse Sorten,13.5,75.0,1,2019,2022,2025,19.95,0.27
rot,Vin de Pays des Trois Lacs Divico Caves de la Béroche,Schweiz,Drei-Seen-Region,,diverse Sorten,13.5,75.0,1,2020,2022,2025,19.95,0.27
rot,Vin de Pays d'Oc La Cuvée Mythique,Frankreich,Languedoc-Roussillon,Les Vignerons du Val D'Orbieu,Grenache,13.5,37.5,1,2020,2023,2025,6.95,0.19
rot,Vin de Pays d'Oc IGP La Cuvée Mythique,Frankreich,Languedoc-Roussillon,,"Grenache, 
                                Syrah, 
                                Carignan",14.0,75.0,1,2020,2023,2024,9.45,0.13
rot,Vin de Pays Côtes Catalanes L'Enfant Perdu Edition Peter Keller,Frankreich,Languedoc-Roussillon,Domaine des Enfants,Grenache,13.5,75.0,1,2018,2022,2043,32.5,0.43
rot,Vin de Pays Côtes Catalanes L'Enfant Perdu Edition Peter Keller,Frankreich,Languedoc-Roussillon,,"Grenache, 
                                Syrah, 
                                Carignan",14.0,75.0,1,2017,2022,2024,32.5,0.43
rot,Viña Sutil Reserva Cabernet Sauvignon Carmenère Colchagua Valley,Chile,,Viña Sutil,Cabernet Sauvignon,14.5,75.0,1,2019,2022,2024,5.95,0.08
rot,Vijariego Negro Borja Pérez Ignios Orígenes,Spanien,,Borja Pérez Ignios Orígenes,,14.0,75.0,1,2018,2022,2026,49.0,0.65
rot,Vigneti delle Dolomiti IGT Norico Rosso Cavit,Italien,Südtirol/Trentin/Friaul,Cavit,Merlot,12.5,75.0,1,2020,2022,2024,8.5,0.11
rot,Verona IGT Osar Masi Agricola,Italien,Venetien,Masi,,14.5,75.0,1,2015,2024,2028,59.0,0.79
rot,Verona IGT Cooperation Wine Masi,Italien,Venetien,Masi,Molinara,14.0,75.0,1,2017,2023,2027,15.5,0.21
rot,Ventoux AOP Petit Miracle Cave Aureto,Frankreich,Provence,Vignoble Aureto,Grenache,15.0,75.0,1,2017,2022,2025,21.0,0.28
